User_ID,User_Name,Review_Count,Yelping_Since,Average_Stars
GWY52GLY7EH,Tasha,21,1/18/13,3.5
STY69MBZ6BC,Hunter,232,9/4/18,4.5
YQF75VAN8YG,Carolyn,243,3/12/15,2.5
QXX37USE6NF,Duncan,257,7/24/18,4.5
JLE23GDF4YM,Jessica,217,3/6/21,0.5
OSC16WWW5EA,Kareem,134,12/19/19,2.5
BGD10DNQ4UI,Rhona,122,3/16/20,3.5
KPW97ALB4CK,Uta,4,7/22/21,3.5
PBB29HIB7BM,Ursa,34,8/9/18,1.5
FFK39WFX7PU,Charde,52,11/1/20,0.5
CCN97XZK4WE,Ignacia,205,8/9/11,3.5
HOU07HPC8AG,Adam,47,1/16/23,1.5
DVX75IPR5IM,Glenna,268,2/23/21,2.5
MQF65KRC2OY,Erin,280,12/1/11,4.5
WYD88TVS2BD,May,286,5/7/11,1.5
XAC68FWA4IB,Seth,120,2/23/21,2.5
FVD64MAU4IG,Ryder,187,4/20/17,1.5
GRM41RNS8JS,Jasmine,187,6/2/15,2.5
VYL10DLR2MH,Adara,62,9/16/21,4.5
HDH72QSK1MJ,Hollee,188,2/26/17,2.5
BBE76YPJ7BX,Kalia,7,9/17/22,3.5
OOM51LJO1GC,Kathleen,140,6/13/20,0.5
RGY56VCY2CX,Wyatt,206,11/5/17,2.5
TMU56TCX1YC,Brittany,122,5/26/10,4.5
NSY14DGZ4NO,Cain,81,8/29/13,2.5
LIZ19FIE4JL,Luke,192,4/14/11,1.5
NYZ18IHB6WQ,Emi,43,6/13/19,4.5
HIW18PXC3HK,Halee,105,8/17/16,1.5
MZC64NVH8XI,Tamara,297,12/28/11,2.5
BVJ37KMU2WC,Tiger,196,7/23/13,3.5
DTQ40SFF8DP,Craig,91,9/28/20,0.5
WTL41VSG5GB,Darrel,34,11/16/10,4.5
LOV71NLY2FD,Jada,263,12/9/20,4.5
HNV32CRA5KU,Raymond,266,3/8/21,3.5
LIE98HSA5GW,Teagan,100,11/5/12,3.5
JTP21HGW4GG,Caldwell,24,12/1/20,3.5
IPP02LBB0BJ,Coby,152,12/23/10,4.5
SNS82BNC2PL,Cassady,142,7/2/19,1.5
UDA96HIN6KO,Dexter,45,11/29/13,0.5
SNM26MTP8QW,Shaine,57,11/30/11,1.5
XBE15RNY4EK,Bert,166,12/11/14,0.5
CXO28XLW1BE,Upton,250,12/20/12,1.5
VGV74AGS3NS,Kimberly,110,7/24/10,4.5
ENP20IJW5EG,Emerald,241,1/22/12,2.5
CWQ52LPE6KW,Denton,180,2/16/21,1.5
TZK50ESR7XD,Elmo,94,10/13/15,2.5
NAT77QFX3QB,Leandra,61,10/23/22,4.5
YUC86UJU6HX,Kuame,201,9/22/15,2.5
JLX63JVB8OG,Salvador,85,10/5/19,4.5
XMI45XZL2NZ,Lynn,121,6/21/15,2.5
UQN47RLS8LK,Eagan,19,2/3/17,1.5
EDG32LNZ2FX,Gannon,136,1/13/18,2.5
END75OVC5NB,Tate,168,5/19/15,1.5
EZK74OLM6RG,Colt,167,3/4/13,3.5
BEW22BHG8RS,Lana,213,7/4/12,1.5
VCI98AIC1GW,Claire,14,7/2/13,4.5
UEW42JIJ3UT,Chiquita,149,3/21/21,3.5
EQV23SPB2YD,Kennedy,239,2/27/17,1.5
VDB64LKI5KO,Aurelia,271,1/20/19,2.5
CCV83PUY3YH,Scarlett,278,8/2/12,2.5
XQL22OVK3AT,Donovan,25,11/18/15,2.5
YQR09CDR5KW,Nasim,60,10/1/22,3.5
OEQ82DAR4FA,Vaughan,204,9/1/21,0.5
HWO16TNW4JJ,Chandler,43,4/19/12,2.5
RPH49NEC7GZ,Guy,15,12/26/21,4.5
UTZ68ECP3MN,Vaughan,68,1/20/21,0.5
JGJ18IHN6KU,Hakeem,212,3/29/12,3.5
TGK75AFP8FA,Nehru,31,6/10/11,4.5
IWB64FND1UQ,Odette,259,12/22/15,3.5
AQO21MJI5DI,Allistair,203,4/26/12,4.5
LGH46KHD4IG,Dominic,246,3/9/17,2.5
VFQ12JCP6IV,Micah,211,9/21/12,3.5
NLO25LHI4HX,Odessa,296,12/9/11,2.5
BTV32MKC1XH,Yuri,157,9/23/13,4.5
LYB28TST8WK,Wynne,244,5/15/20,2.5
SEO04WEO8ER,Bryar,273,8/7/18,4.5
BGH36GOB7NI,Rosalyn,18,11/10/18,0.5
WMM34LYD1SZ,Aurora,272,12/11/22,3.5
PCN16HFF5GL,Caleb,102,7/8/12,0.5
FWF97RLT5TQ,Inez,139,3/15/12,2.5
KOO01IFK5NV,Hyatt,97,1/9/15,0.5
IGK43IHO8ER,Merritt,184,3/7/21,0.5
HEN87QNM0OL,Dale,151,6/17/20,1.5
HBK26ZNI3WL,Cadman,177,7/8/15,0.5
EIB65ULF7SU,Sacha,295,12/10/18,4.5
EMP35HGC5QM,Zeph,67,4/15/15,2.5
WUQ42PXX6TM,Veronica,124,12/16/21,2.5
SBQ80QQN9UJ,Naomi,97,5/27/22,1.5
VUT18OJU5PT,Blaze,204,8/11/15,4.5
JCL04UHK8HM,Denise,212,5/26/15,4.5
EUQ68MVP6VS,Beck,262,2/9/19,1.5
QVY35IHX2PJ,Alma,26,3/31/21,3.5
WIO64EXN2OM,Branden,144,12/2/12,2.5
CYT33STV7BB,Amela,175,8/17/15,4.5
NOH63LJW4LJ,Ryder,159,5/13/14,4.5
FDD21TTG6BL,Alfonso,46,4/22/15,4.5
NEB63ZQW9YZ,Abdul,281,12/22/19,2.5
PMC09PEC7VT,Bethany,8,12/1/15,1.5
RLG74FGJ6VL,Fulton,111,6/3/20,2.5
ZNI37CYR6EV,Summer,99,5/28/18,1.5
UUM32PJQ2UP,Rooney,114,10/6/17,3.5
ROK54FPD2JZ,Yoshio,295,11/19/16,3.5
RJE88SEQ2SD,Zelenia,217,4/15/13,3.5
SUS23KLV1ZT,Giacomo,119,11/8/18,2.5
YYI35WLE2YR,Dolan,194,11/6/18,1.5
HDK37EDB4ER,Kennedy,134,12/26/19,3.5
OWR91EWK9RM,Melodie,15,6/11/22,3.5
NSD77FCX0TC,Alexandra,79,5/24/18,1.5
HFU11HYI0YE,Chantale,52,9/20/16,0.5
GTT03RUR3XK,Tatiana,244,3/2/16,1.5
EQR97PWY4ZU,Fritz,5,11/2/14,2.5
ZNH89VWQ5TG,Quin,271,4/20/23,3.5
OMB13BHW2LK,Hyatt,254,11/24/13,4.5
CHG18WTI0MP,Abra,249,12/20/18,2.5
OTG04WTD5VK,Barclay,174,2/11/15,1.5
TDI53LAF7ZM,Kyra,205,2/26/12,0.5
GCG37WMJ5GO,Berk,288,4/2/20,3.5
YMR12QCS5GN,Callie,268,3/1/14,4.5
HYL88ABB9QB,Camden,129,2/8/14,0.5
QER53LVP5JH,Jakeem,51,5/28/14,3.5
TCH10GZL5HE,Erich,228,11/2/20,2.5
ETQ61UFZ4JM,Kasimir,113,11/11/11,4.5
XEI28HIA4XD,Shelly,232,11/5/13,3.5
XAL58DAH6RX,Evangeline,50,5/28/12,1.5
PET33FKJ8JW,Mira,25,12/11/13,3.5
ILX87SVZ7RN,Cyrus,249,5/13/14,0.5
OTJ66TUP1BE,Victor,182,6/8/14,4.5
HTH63LXI8WW,Driscoll,278,7/3/15,1.5
PGH86VKG8YK,Hilda,199,9/24/20,1.5
WSU14YWV7XB,Lucian,98,3/31/13,3.5
FVT34CGB3ML,Lawrence,73,10/5/19,1.5
HTO95TQF8NI,Ali,5,3/21/12,3.5
HJD15ZSE6EN,Roth,7,11/6/22,1.5
WHV21MVV7TO,Amela,247,2/28/14,3.5
WEY95DIG5IW,Noble,215,11/29/15,3.5
FFN75UDE9AU,Talon,79,10/27/15,4.5
HUF87CLC1PD,Jin,226,1/16/22,2.5
NEC23ULL1VZ,Dane,164,10/9/12,3.5
JKN19QSW2IA,Benjamin,185,12/1/11,3.5
BMR02UFA2SI,Yoko,285,4/7/14,4.5
ECC56WQH5BC,Hedwig,285,12/8/12,2.5
WBH99UQQ2SQ,Ferris,170,6/29/15,1.5
CJU78JRO6HX,Evangeline,61,12/14/13,1.5
UTS22NJQ8TX,Mariko,239,8/2/10,3.5
VZV93XQI6SO,Richard,43,6/18/17,3.5
JNY11YJP0SZ,Zachary,100,12/18/20,2.5
XWG15NIM8DR,Ingrid,243,11/30/11,1.5
WXQ21WCT4FM,Melinda,162,12/22/18,4.5
GJD96VCT4ZY,William,222,7/23/18,4.5
QUE34XYA4YN,Lacey,55,11/20/22,4.5
TNV85VHJ5IU,Alan,100,7/18/10,4.5
GCM88FHW8SU,Hedley,272,7/2/21,2.5
QHQ18NVV5GS,Forrest,70,12/20/18,3.5
UDI72TOE2KL,Rooney,108,12/31/17,2.5
UGR90VHL1XY,Zorita,71,9/21/19,1.5
CZJ91TYI4YV,Neve,178,6/4/13,1.5
PAD93YPF8QQ,Petra,114,7/26/13,3.5
QSU24TPD7VP,Serina,162,8/11/10,4.5
RVP43BYV5MJ,Regina,63,3/31/23,0.5
VXD42GWV5BE,Hayes,246,9/2/21,4.5
BFR71BWS7HX,Martina,69,6/9/15,1.5
NFW94BMX2SK,Keefe,169,6/20/18,2.5
JDC18GMO5FD,Quinn,209,3/16/13,3.5
PZO02IMN0TR,Dieter,100,9/17/20,2.5
GXV45TCC5IU,Galvin,216,4/15/11,3.5
KBX67QTU2QI,Tana,108,8/14/13,0.5
BFJ56BHP6EP,Tana,61,7/24/21,2.5
BDD03IVG0MD,Claudia,222,8/17/14,3.5
HRS64VMP0DM,Mercedes,3,4/15/20,4.5
MQR77BWH8SK,Zahir,201,11/3/11,4.5
DXS79IIS1RO,Kenyon,228,7/26/13,3.5
RQI94AEK9AU,Sydnee,33,3/2/13,1.5
XCT37AIK7CT,Angela,90,7/5/13,0.5
WQP77VRY4GS,Irma,191,4/14/17,2.5
WKN50JLB6MK,Kylie,165,11/29/11,1.5
LTW74WRR4ZU,Bree,55,7/2/19,3.5
TKL22YIR7HB,Ira,84,9/4/12,4.5
WEO75FMF4TV,Linus,190,10/28/21,0.5
UTQ40LWW3XJ,Burke,83,8/23/14,4.5
LPP27RKF8EN,Raymond,7,10/2/16,4.5
ONG96ARM7ZV,Michael,192,9/18/20,1.5
KDJ26JIL5OD,Abel,58,4/5/11,4.5
IPS71SSY5TK,Ivory,80,7/28/22,3.5
GOE36AHF4MC,Shelby,282,12/20/11,0.5
NWL95MIY8DQ,Brody,100,12/16/10,2.5
EQP43PEK2UN,Valentine,205,6/4/17,4.5
JQH74BEU7BC,Connor,115,2/12/13,4.5
BWZ64JWV7HY,Emmanuel,154,3/6/12,1.5
RUH17JQT6CN,Otto,165,2/4/16,2.5
OMW87GLX1AY,Astra,96,2/26/11,2.5
RFV38EMO3VE,Neve,274,10/12/21,2.5
OIT68DMR0ES,Alfreda,61,6/7/18,1.5
KQG08PPN3CQ,Rowan,290,3/19/11,0.5
EET39VNH7GV,Flynn,290,7/12/12,2.5
VNC31YIV8TF,Abigail,66,7/4/15,1.5
EFE12IYC4CI,Kylynn,205,5/18/13,4.5
KCQ57GTP7OC,Zelda,272,10/15/16,4.5
HKE08FSU6JD,Edan,216,10/5/22,2.5
TKD41IJZ6IW,Ryan,205,2/1/19,2.5
KED83JBT6TX,Buckminster,73,3/1/20,4.5
EJA68KRV8KM,Maisie,132,11/28/13,3.5
QPH32EUB6QN,Lane,135,11/4/18,1.5
UXS84NNF3DT,Austin,248,5/10/18,3.5
GNY93DJM1AJ,Nevada,50,5/12/19,3.5
OHW05VNO1QP,Hayley,298,3/23/21,2.5
TPE28GHV7EU,Jada,98,5/8/14,2.5
PRN66FCJ3QY,Cameran,151,9/6/15,3.5
FSY87DPW3FS,Dieter,197,1/4/15,4.5
SNL23KIP7RJ,Colton,153,11/24/20,2.5
QNZ67YXX3OO,Moses,82,3/21/21,4.5
IID58CTH9IB,Justina,219,11/16/20,2.5
BZG62HFM9YK,Xantha,253,12/25/16,3.5
DJT81URO7XE,Quon,191,12/15/18,1.5
ROE21GKP5YG,Gregory,47,3/10/12,1.5
CPT46KUI8VC,Kaseem,88,3/31/14,4.5
DXT27DIE7BS,Hedda,291,10/29/21,2.5
UGV88KDI4RH,Kim,100,8/20/11,1.5
GQI08KJH1KA,Sierra,124,10/17/20,2.5
KSK61LJU9ZV,Anne,224,10/15/12,1.5
LIU73FPT2QX,Elmo,57,7/8/10,2.5
FAH15RDI8JS,Gretchen,186,1/23/22,4.5
JSF16TYS8QN,Keaton,63,8/15/21,0.5
OLL64EVS1WM,Genevieve,221,2/19/14,4.5
AWA82SKH3YQ,Rooney,258,4/7/20,2.5
FUV23NXK5KY,Quail,217,12/1/16,3.5
YTS35HUU5CR,Henry,70,1/9/20,4.5
GHV38XSO3TH,Autumn,87,1/13/12,3.5
DIE71BJL5PP,Burke,174,11/17/12,3.5
OPT43LNV1JW,Keelie,143,2/24/22,4.5
VYN51YKI1GK,John,113,1/20/13,2.5
DIY36KVW3XO,Kadeem,210,10/25/14,2.5
VYW25DUX1JQ,Rebecca,114,11/14/22,4.5
AID41JPL3TM,Ruby,111,6/29/20,4.5
PXU58NBX7KH,Kimberly,141,6/28/19,1.5
XJU42GHW4SB,Vivian,71,9/28/13,0.5
CVE01EXW7DS,Kibo,164,1/29/12,3.5
FQB56GWZ4QB,Madonna,48,5/2/19,3.5
NFO88AYF4MB,Jena,123,4/5/11,2.5
LBO54OSF0SP,Austin,232,2/6/17,2.5
TVH06CZV4MC,Jerry,124,2/1/20,1.5
KYC58URW2RQ,Micah,256,7/19/16,0.5
IVB32IBW7VI,Cheyenne,152,10/18/21,2.5
LZM42KWU1FW,Hoyt,274,1/15/22,0.5
UOM38KEG4IW,Reuben,176,3/25/17,3.5
LYO77NKE2QC,Hedley,140,12/24/16,4.5
PUU44TKJ2OM,Leo,244,1/15/17,1.5
WPM16TKQ5SB,Guy,72,12/7/19,2.5
NEE56TLS4CK,Celeste,104,2/15/21,2.5
SSC34ZSL5IQ,Ann,191,1/4/22,2.5
HIV58GQM6HI,Roanna,116,3/11/22,4.5
CIF74FXE6DM,Althea,121,5/16/11,3.5
VOU12WCL5KD,Clayton,6,4/16/23,3.5
WNV48JTK8MS,Lydia,167,10/24/16,1.5
PTY62VPU7MW,Keith,162,4/1/14,2.5
QPV01SEV6NO,Roth,276,6/20/13,1.5
SHF68CJY2BV,Warren,289,12/7/22,1.5
NYG40EOP4FL,Alfonso,90,10/11/16,3.5
CVS50ROX7WR,Ross,135,3/18/18,3.5
OWG58JYR8DQ,Damon,240,6/9/15,4.5
BRB29VCX3RR,Sean,50,11/1/22,4.5
UVB31IWV8IT,Laith,105,5/5/13,2.5
LDN10BEO6HU,Dexter,193,3/6/11,2.5
HVS85GLL5PH,Alika,284,6/16/10,2.5
VHO76YXP0MO,Kiona,276,7/5/13,4.5
EYV52FPD6TB,Demetrius,84,9/21/21,1.5
FUU72ILD7GT,Erich,158,3/19/14,0.5
SIB67WKO5MR,Sade,176,4/2/11,2.5
OBN83WUX8IV,Chiquita,85,8/24/22,3.5
UPY14WXT8GE,Marshall,264,12/31/16,3.5
QLV65XSF9KW,Lani,144,6/30/14,3.5
PBO35SMK0EN,Maya,168,1/16/14,0.5
UXP42SNS4NT,Paki,274,4/28/18,0.5
JAI60NVE2LQ,Kylan,81,11/3/19,1.5
PUP35QLT4UQ,Francesca,138,9/30/13,3.5
OBD90FXO8BS,Germaine,178,6/26/22,2.5
RNK44OKC1QP,Fredericka,193,2/13/13,2.5
UYL37MET9TI,Eliana,115,1/12/15,2.5
WCO22NIM5GD,Hasad,136,11/2/17,4.5
TLQ75PJM6YX,Duncan,49,10/20/10,0.5
WUT22WKH3HP,Sybill,26,9/12/13,0.5
FFQ36VPD7NU,Barry,6,2/4/15,2.5
NKC59IOQ9KL,Ori,247,4/28/18,3.5
EQL79EOR7DF,Wylie,271,12/24/19,2.5
XAB13GIQ1HA,Stephen,135,1/29/15,1.5
FCF35IYO2OC,Micah,136,8/16/12,2.5
SOL27HYM6QX,Helen,47,3/8/18,2.5
CNR36ZKQ4SA,Kaseem,93,10/10/16,2.5
QDW27UEM2GH,Audra,147,9/3/19,3.5
YAS56XQK1KQ,September,215,3/22/19,0.5
BMN16SHB0RC,Kane,157,2/24/11,3.5
QFM43KNT7VX,Ian,124,10/21/21,3.5
CYU21JDB3ZI,Nichole,177,5/19/18,3.5
NSC40TCM1VT,Hadassah,217,4/25/14,3.5
RWL88OFC5XB,Malcolm,61,5/31/11,1.5
YTV47DVP6DU,Carissa,298,12/19/22,2.5
MLC32VZP3KU,Quon,148,7/1/20,0.5
FQU67EDO1IH,Wallace,65,6/15/19,2.5
XTP76WGH2ZB,Kasper,228,7/1/13,3.5
FUP16LLP8MW,Aurelia,13,5/9/16,4.5
ERV16TND8QP,Danielle,128,2/26/23,1.5
BRT25JNH8TM,September,59,9/11/10,4.5
HDR16VQV4JS,Cameron,111,6/18/12,1.5
BMO36OME5BY,Leandra,156,10/15/10,3.5
LDB41TJJ3KX,David,204,3/5/12,1.5
NVV84NTI2LU,Theodore,93,5/29/14,2.5
XRR12TRC8EW,Amir,258,3/26/11,4.5
PNC61SUE1AO,Jolie,256,5/17/12,0.5
UTD16RWF7JJ,Zeus,188,1/14/14,1.5
HUH87NYX8QO,Jael,271,7/3/12,4.5
MHF26EOX6NU,Jamal,299,10/16/16,0.5
ONX59YZZ2DN,Hunter,244,6/9/11,4.5
DYB77UUD6LU,Bryar,276,12/10/11,3.5
ETP28DAR3US,Lilah,264,5/30/22,2.5
CCU06UEV5XX,Petra,259,5/19/16,4.5
RTM41KDM3NM,Linus,115,12/8/19,3.5
FLJ94AUK8IG,Marvin,290,7/31/10,2.5
HTC54THW6TC,Henry,166,8/16/10,4.5
RUS43ADX4FB,Zorita,72,11/26/13,4.5
TPG72FLQ3IV,Melissa,5,5/9/13,4.5
IYN88MGV8IQ,Cyrus,287,3/28/12,1.5
TZH77BXJ6VF,Kane,49,3/4/13,2.5
CKD43OIF3XD,Holmes,191,2/12/23,4.5
YNH18IWV6HU,Tyler,275,3/21/15,4.5
HXO72UPL7LV,Madeson,47,2/10/11,4.5
XVF78ROK5EH,Oleg,134,8/10/14,3.5
BLH12EMN7DE,Dieter,229,2/13/13,2.5
HFM58RQW5II,Fitzgerald,170,5/28/15,3.5
MBT35UZV2VO,Veda,156,11/4/19,4.5
DWB75NIV1UM,Caleb,146,5/30/11,4.5
TJD76NHA6CC,Rahim,12,7/31/21,0.5
MTH14CKB1YW,Carson,70,11/12/19,1.5
SVE28ENC7MN,Hyatt,100,2/26/16,2.5
VIZ86QJP4RC,Britanni,169,4/7/20,4.5
GBS89WIY3WC,Karyn,58,6/8/16,3.5
MBB03ZXO8BD,Eaton,35,2/8/20,4.5
LLD51MLL3XT,Leilani,181,8/14/20,4.5
BAB71XRG1AQ,Rosalyn,170,8/12/15,1.5
TDG15YRJ2VW,Clinton,163,3/24/23,1.5
OUO74WOB6WP,Fay,220,5/20/16,3.5
VOB59PEB5EH,Ruby,64,10/15/15,0.5
KDB43TIA5OY,Mikayla,155,3/6/23,3.5
QKH42KWS4JN,Jonas,30,2/9/16,1.5
DKE75LLN4GX,Savannah,221,10/20/20,2.5
TDL68OHH2EV,Colby,34,5/24/10,0.5
XOA64BBW5GC,Macaulay,206,5/5/13,2.5
OKB42AMW9UX,Dean,57,3/1/12,1.5
DPB68BTO1YF,Aidan,161,12/22/13,1.5
FEK66OTJ5FH,Julie,65,8/7/18,3.5
KBN82LHX6IK,MacKenzie,295,4/1/21,0.5
NQD68KLP3FQ,Liberty,189,6/20/21,2.5
WOS50LTG4YI,Francis,287,7/16/10,1.5
TXI34XCM2VT,Juliet,253,1/21/19,2.5
FDD36JME6HV,Vincent,61,6/26/14,2.5
YXF07ZLB5OP,Ina,265,4/8/22,1.5
BEW54QBL6TX,Baxter,83,11/20/12,4.5
RFI31JJM2GW,Hammett,27,11/16/20,3.5
TLN32XTZ2XK,Channing,77,8/5/15,1.5
BDP94PHY2IP,Belle,48,3/30/23,4.5
ULY62CHL8GC,Sylvia,99,5/26/14,2.5
VSH73EIY1IE,Rachel,222,10/14/14,4.5
UON97KJU2LY,Kai,60,1/13/22,1.5
RNS47YRR8CY,Troy,277,12/10/13,4.5
TVF06YNW5WJ,Zenia,240,10/10/21,4.5
SYU38HTP3QI,Orson,110,6/6/14,2.5
TWW33ENN5HS,Haviva,164,5/11/13,3.5
SYH76ZNO7ZI,Zeph,173,7/12/15,1.5
TCO51XSJ3FK,Stewart,166,10/14/20,3.5
GNR33VUX1YY,Justina,33,11/17/22,4.5
HCX38KHH2MQ,Sandra,40,11/8/22,2.5
XNZ21THE6ZM,Calvin,73,10/21/14,3.5
TII70CXE3ES,Barry,225,5/9/22,4.5
GJI82QVI4VN,Rigel,252,10/8/12,2.5
AZO86WGJ4TQ,Kylan,166,10/18/19,2.5
SLZ64EXE1DC,Josephine,159,7/26/22,3.5
HUY83HGV7JO,Jessica,175,6/25/17,1.5
KNB61TOZ9WV,Xena,185,12/31/13,2.5
COD47XEO0CP,Chester,153,1/10/13,2.5
KWU82VNA6EW,Solomon,46,10/24/19,1.5
PSF78VIX7YS,Eliana,7,9/8/20,3.5
BLQ78YHQ7TA,Zelenia,169,3/18/14,4.5
ARC05AFO5NX,Doris,133,9/11/17,4.5
UUY56WVN1OV,Tatyana,273,10/15/20,2.5
SBV93DJQ4PS,Hermione,233,2/6/14,3.5
LIU52DEB6YE,Garth,222,6/10/10,4.5
CFN92ABV6HQ,Maxwell,70,2/23/21,4.5
UGT88FFB4IC,Hyatt,34,8/25/12,3.5
WTG48KUK3HO,Georgia,20,4/23/21,2.5
ARV26DGX8BW,Kiara,80,3/19/15,4.5
RTW71PFY9XH,Oleg,145,1/11/20,0.5
ZKT53BVV9IC,Alexa,21,7/24/14,3.5
VEM18WZA1NN,Lars,159,4/13/20,0.5
RIU54ZKD2LB,Xena,271,1/10/18,2.5
RSW12EIE8QS,Hashim,84,9/29/10,1.5
KOJ33FOT7DN,Colleen,27,3/6/13,3.5
VPM83EGN0GQ,Nora,177,11/25/16,1.5
DND83PDG7IY,Pascale,261,10/18/22,2.5
BYG71RNM2RT,Prescott,33,6/20/16,2.5
OMH06YLT5WZ,Madonna,278,12/17/14,4.5
HOS22GSJ6VS,Quon,143,10/2/19,1.5
IQC60BMG8XJ,Brandon,130,5/22/14,1.5
PVJ77IMR8NR,Charity,251,3/21/19,0.5
WTY13YKM6SF,Caldwell,234,2/25/18,2.5
MAT45DRD6UQ,Lois,16,7/2/13,4.5
ORO06TUQ1VQ,Slade,298,11/8/19,1.5
NCA11EPP9WN,Ursula,92,3/30/17,4.5
NEQ17ZBA8NT,Boris,206,3/3/14,2.5
EFL11VVF4UB,Nyssa,6,7/21/15,4.5
OZS14PEB5WX,Shannon,225,4/12/19,2.5
OSL33PBR2KG,Reagan,87,9/11/15,3.5
XEA57PZS2WE,Imogene,202,11/7/14,1.5
CTQ25LLU3AG,Tatyana,168,5/19/22,3.5
YME54BBH6YH,Ruth,131,10/21/22,2.5
KSQ94OLL7EZ,Lysandra,199,2/15/11,2.5
XXT72KER1RQ,Caldwell,61,11/10/20,1.5
FYY80QJQ1AQ,Daniel,103,6/27/13,4.5
SLZ82UIX5VK,Doris,281,9/20/12,0.5
ZYP44VQF1QG,Ira,103,11/17/10,4.5
TUZ00PFN6UJ,Merrill,13,2/3/11,4.5
GSK83WNX4ZX,Fulton,72,3/13/23,1.5
PCE67QMX6ZH,Price,94,4/19/23,3.5
XXT72ZYC8IX,Adam,266,8/29/17,3.5
XCE52XVR5QQ,David,279,8/28/12,0.5
FKM54ORB6PO,Wynne,121,6/24/20,2.5
DMO91KWF4UI,Dean,223,2/18/16,4.5
DGK92DOH3WY,Rama,239,8/1/18,0.5
HIE75DFT7IC,Nayda,64,2/4/14,3.5
IUM53ORK3HJ,Stephen,85,4/28/19,1.5
WKU75LLJ8XH,Fatima,259,5/11/21,0.5
OYG78MGS6JC,Shay,144,6/4/13,1.5
CWY94JFF5DV,Kerry,262,11/2/10,2.5
KCM56FBJ5WU,Ferdinand,196,9/12/15,2.5
XUC31SPA4OM,Hiroko,128,1/1/13,4.5
JWR88LYU1YH,Lucius,276,5/28/10,2.5
LYR05PGX8ZA,Alma,122,10/1/17,3.5
VGX32FNP6SR,Odessa,146,9/13/17,0.5
MTB25LWF8VE,Ray,181,11/27/10,1.5
IFX60PXS9SX,Keegan,139,9/15/22,1.5
CTN52BDY1EO,Clark,58,4/26/21,1.5
QHK49YBW2MD,Arden,122,10/23/13,3.5
GUG47JAU1KK,Freya,157,8/29/17,2.5
OFF55RWB1YL,Quinn,169,12/30/22,4.5
ENR18EYG7WW,Fay,65,1/26/13,2.5
GIE22JPY8PK,Stone,244,2/27/13,0.5
IFV61VUC7FK,Angela,297,9/1/13,0.5
XGW08DVB4KP,Karen,219,1/26/11,0.5
JKN22WKK0GG,Dexter,284,10/12/12,1.5
RWS25QKK6DB,Eagan,251,2/13/20,2.5
RSY65HEW3TT,August,210,8/21/15,1.5
DBS68IWE1TG,Herrod,29,8/24/19,0.5
KRY65QNS8QH,George,259,11/16/15,4.5
VPO14PKC1MU,Addison,223,8/15/16,2.5
GXP45XHX6EH,Imogene,139,4/16/12,1.5
SRC65WVB6FJ,Germaine,4,7/24/22,3.5
FCK55MIL5YS,Zoe,298,2/10/13,3.5
YII31SYS6YX,Nerea,242,10/23/18,1.5
JKB35IRI0YE,Keane,261,5/7/16,1.5
TEG55OVB5OP,Heidi,236,7/21/10,4.5
TCH64NHJ2KG,Idona,167,5/9/14,1.5
TZN33UOR3NN,Lewis,26,10/1/22,1.5
IGU71SPM3JX,Brett,26,9/4/13,4.5
HBT53UFI8JE,Kenneth,124,7/16/21,2.5
KRF73UYR2TZ,Kimberly,216,6/7/14,4.5
LPG45OGP6OW,Roth,97,5/16/13,1.5
THN47YRK8PY,Carolyn,268,11/12/13,3.5
PXL41MIN2PY,Raven,297,7/21/15,0.5
GBI38EWC6YH,Rashad,34,10/12/21,3.5
SVS72ILX8HJ,Madaline,227,8/20/15,0.5
CZY62KDL0ID,Isaiah,131,2/24/14,1.5
COF41UIT8PT,Larissa,65,5/3/21,2.5
XNT79VKK8OA,Jane,203,9/25/15,4.5
MOC23EHT5XD,Jermaine,193,8/15/13,2.5
ZED07TTT4VO,Holmes,243,8/6/16,1.5
DNU11LFA5EN,Owen,57,2/26/11,4.5
YUS75BZA6HB,Jaden,166,7/14/17,3.5
ZEY18TUW7GQ,Rhona,35,1/26/11,1.5
MCU27RVF1XE,Harrison,223,4/30/15,1.5
NVS77IWY2SF,Henry,35,3/29/16,1.5
TPK89NMA8BH,Gemma,158,3/13/13,4.5
OVO73GPX1XB,Ursa,73,7/26/14,0.5
QGV27IPX9MF,Gray,270,6/17/15,1.5
PGC88ACC3VV,Phillip,98,11/20/21,2.5
WLQ36YSC5GE,Jerome,102,11/24/20,2.5
ROY71ROI6JS,Donna,236,5/25/21,3.5
SKP38IOG8AS,Daquan,87,7/7/18,1.5
AQW54BXM6QA,Ignatius,115,12/13/14,0.5
SCA18VTF3EQ,Barrett,152,10/11/10,2.5
QIA39FPR9UG,Steel,229,8/10/11,1.5
NZG60WTI9PH,Yasir,13,7/31/19,0.5
IME02NBY0IC,Nerea,63,5/14/13,1.5
VQS43FBB6UO,Paula,47,10/16/13,3.5
LUY68IQR7QQ,Gary,85,10/16/21,1.5
TYK10HIR7BR,Juliet,197,7/8/16,0.5
OLK41FKL0NW,Candace,162,5/19/18,1.5
WLY66BYO8FU,George,80,4/30/14,4.5
GOJ71RSF0MK,Zenaida,178,11/25/21,3.5
PQQ51QMR5PY,Warren,4,8/28/16,1.5
OOW53TRP0CV,Ronan,232,6/23/11,1.5
KRA41MRL8HX,Wyatt,289,6/5/20,1.5
