Restaurant_ID,Restaurants_Name,Address,City,State,Postal_Code,Latitude,Longitude,Stars_Rating,Review_Count,Restaurants_Delivery,Outdoor_Seating,Accepts_CreditCards,Price_Range,Alcohol,Good_For_Kids,Reservations,Restaurants_TakeOut,WiFi,Good_For_Groups,Wheelchair_Accessible,Happy_Hour,Noise_Level,Dietary_Restrictions,Total_Estimate_Households_per_Zip,Total_Estimate_Married-couple_Family_households,Total_Estimate_Nonfamily_households,Median_Income(dollars),Mean_Income(dollars),Population
Rt4xYQBWC8i2xqLp9dP7XQ,Jim's Steaks,469 Baltimore Pike,Springfield,PA,19064,39.9201724,-75.3228835,3.0,105,0,0,1,2,1,1,0,1,0,1,0,0,4,0,8675,6088,1644,116394,133939,24459
sV6up2rehuTegmfo3uYUtA,City Winery - Philadelphia,990 Filbert St,Philadelphia,PA,19107,39.952533,-75.1562439278,2.5,144,0,1,1,2,1,0,1,1,1,0,1,1,4,0,7823,1743,5771,60676,91522,14875
yqq1Fvt7WtduIO3GwjCP1Q,Sportsman's Grille,1601 21st Ave S,Nashville,TN,37212,36.1384882,-86.8009663,3.0,76,0,1,1,2,1,1,0,1,1,1,0,1,4,0,7149,2539,4043,71699,135689,20148
8gMHbrXL-MSL6mmnn25l2g,Frosty Falls Ice Cream,96 Dekalb St,Bridgeport,PA,19405,40.1087215,-75.345431,4.0,31,0,1,1,1,1,1,0,1,1,1,1,0,4,0,2034,517,1036,52370,81058,5127
i_BpS8-4ri6Pr-sW0fP0fQ,Belleville Pancake House,3605 N Belt W,Belleville,IL,62226,38.5417935959,-90.0098068267,4.0,41,0,0,0,1,0,1,0,0,0,0,0,0,1,0,11997,5192,4931,58686,82726,29744
dzAV7NCPW7PYWLYqgPE_GQ,The Sutler Saloon,"2600 8th Ave S, Ste 109",Nashville,TN,37204,36.122077323,-86.7751237067,3.5,381,1,1,1,2,1,0,0,1,1,1,1,1,2,0,6080,2403,3122,89954,148770,12031
fq44yNPMuN0dF5ZHdDuvYw,Movie Tavern Flourtown,1844 Bethlehem Pike,Flourtown,PA,19031,40.1113704,-75.2105291,2.5,400,0,0,1,2,1,1,1,0,1,1,0,0,2,0,1648,889,523,113722,167372,4700
fQtFa0ppH1cmI_IUpsmu-Q,Centrella's Deli,10 Brookline Blvd,Havertown,PA,19083,39.9790875,-75.3039774,4.5,56,1,0,1,2,1,1,0,1,0,1,0,0,1,0,13002,8471,3129,102055,126369,35878
Tozj3jTcnclmQKlNViY7SA,Volvér,300 S Broad St,Philadelphia,PA,19102,39.9467935,-75.165297,3.5,155,0,0,1,4,1,0,1,0,1,1,1,1,1,0,3365,765,2525,110096,177851,4705
2RRJt-hq-nWeJGZwf94s7g,Sal's Family Pizza of Brentwood,5545 Edmondson Pike,Nashville,TN,37211,36.041972,-86.74609,4.0,152,1,0,1,1,1,1,1,1,1,1,1,0,4,0,29353,11228,13064,59075,75023,74755
I9OX6zCT59VGFuldVdMH2g,Smoke House Grill,200 Metairie Hammond Hwy,Metairie,LA,70005,30.01968,-90.1233,4.5,48,0,0,0,2,1,1,0,0,1,1,0,0,3,0,11705,5160,5209,64235,101259,24339
rtgphiQmCZQbNaM3b34u6w,Ruby Tuesday,604 N Bluff Road,Collinsville,IL,62234,38.6843114,-90.0100189,3.0,33,1,0,1,2,1,1,1,1,1,1,0,0,4,0,13713,6542,4742,58421,77591,33430
0Bn9pMb_qcBO5mZYa3QAEA,Bandana's Bar-B Q - Collinsville,4 Commerce Dr,Collinsville,IL,62234,38.6843931,-90.0127154,4.0,112,1,0,1,2,1,1,1,1,1,1,1,0,4,0,13713,6542,4742,58421,77591,33430
yZ-vvz96ekS2-zG_ZsyNLQ,Scoopers,4040 Kietzke Ln,Reno,NV,89502,39.4855846848,-119.7886332429,3.5,141,0,0,1,2,1,1,0,1,1,1,1,0,4,0,18616,6344,8448,48782,65655,43566
OK0prSyAs2DXBNthDQbrOA,Cedar Craft & Kitchen,1061 Cedarwood Rd,Glenoldan,PA,19036,39.9113383,-75.301016,4.5,64,0,0,1,2,1,1,1,1,1,1,1,1,2,0,4958,1889,1728,64048,82613,12942
tc_nZBQ46584iOXQgdlBtg,Tacos el Rey,5100 Mae Anne Ave,Reno,NV,89523,39.5305587,-119.8654079,3.5,227,0,0,1,1,1,1,0,1,0,1,0,0,4,0,14986,7243,5881,82902,104737,31373
wm23rnUccF_3en3NSN7afw,Cafe Passe,415 North 4th Ave,Tucson,AZ,85705,32.226867,-110.96584,4.0,235,0,1,1,1,1,1,0,1,1,1,1,0,4,0,24304,6115,12791,30885,42888,57521
GtLs9oOfNzBlR7JUehCVrQ,Hamilton Restaurant,4008 Market St,Philadelphia,PA,19104,39.9569323,-75.2024667,4.0,33,1,0,0,1,1,1,0,1,1,1,0,0,4,0,16508,2296,10575,28603,46430,51808
1PG6k_iezwJmRZLB7f6og,The Lemon Bar,95 E Pine St,Zionsville,IN,46077,39.950009684,-86.2605157757,4.0,165,1,1,1,2,1,1,0,1,1,1,0,0,4,0,10829,8241,1693,140092,187445,24512
qQmIem0AM35BZzv1to9sww,4th Avenue Delicatessen,425 N 4th Ave,Tucson,AZ,85705,32.2270826,-110.965733,4.5,74,1,1,1,1,1,1,0,1,1,0,1,0,2,0,24304,6115,12791,30885,42888,57521
Nz5eRRkTK1RGEjUlJojRQQ,El Taco Tote,1340 N Wilmot Rd,Tucson,AZ,85712,32.2390688,-110.8574843,4.0,209,0,1,1,1,1,1,1,1,1,1,0,1,4,0,16384,4093,9558,37524,53990,32666
bbL7sLg9gR3_08LZOriyTA,Kitchen87,87 Washington St,Mount Holly,NJ,8060,39.9923992,-74.7925179,4.5,355,1,0,1,1,1,1,0,1,1,1,1,0,4,0,9088,4894,2785,93377,109619,24713
qi2MFcotB3YgiC0SJr2FmQ,Blaze Pizza,5001 Freret St,New Orleans,LA,70115,29.935103,-90.108523,3.5,220,1,1,1,1,1,1,0,1,1,1,0,0,4,0,14847,5248,8000,77961,119724,31695
oJwMmSZKJOnMboZ_z67MZw,Revolver,1429 San Andres St,Santa Barbara,CA,93101,34.4184182,-119.7160021,4.5,93,0,1,0,2,1,0,0,1,1,0,0,0,1,0,13296,4177,6819,62925,91126,31683
drepaTu9BS0qCof5mMpfqA,Riccobono's Peppermill,3524 Severn Ave,Metairie,LA,70002,30.013115,-90.159558,4.0,111,0,0,1,2,1,0,1,1,0,1,0,0,4,0,8954,3438,4225,56361,81822,18879
LeKuQhtH9wEA694eW9KE8Q,Maple Street Biscuit Company - Brentwood,"203 Franklin Rd, Ste 120",Brentwood,TN,37027,36.0330794,-86.7903702,4.5,61,1,1,1,2,1,0,0,1,1,0,0,0,1,0,20608,14144,4938,133254,189233,49035
M6vaQ1leXrMHbVyyj0a_xw,Kazan,2412 Lake Cir Dr,Indianapolis,IN,46268,39.9137864,-86.2036589,3.5,86,0,0,1,2,1,1,1,1,0,1,0,0,4,0,10741,3523,5809,52458,65237,24965
ZdkonZFKPrGVeu-ZLQfE6A,Stonewood Grill & Tavern,612 E Bloomingdale Ave,Brandon,FL,33511,27.8939806,-82.2737811,4.0,240,1,1,1,2,1,1,1,1,1,1,1,1,4,0,22334,9691,7955,61149,79120,52003
AxJ9nqj9ssbpuz7OLvsZgw,Elmer's Restaurant,1385 S Capitol Blvd,Boise,ID,83706,43.6050561,-116.2124705,4.0,222,0,0,1,2,1,1,0,0,1,1,1,0,4,0,14623,4965,7987,57664,80395,29732
OhNd1a8btwomUcrN5DjwKQ,Tum Rub Thai,32716 US Hwy 19 N,Palm Harbor,FL,34684,28.0694373,-82.7409459,4.0,89,1,0,1,2,1,1,1,1,1,1,1,0,1,0,13173,5854,5766,56682,76217,25847
_qJqhR3q9TA3SB2BPY3PJw,Waterset Landing Café,7012 Sail View Ln,Apollo Beach,FL,33572,27.786920276,-82.3750205846,4.0,53,0,1,1,1,1,1,0,1,1,1,1,0,1,0,8239,5473,1977,97058,127039,14117
e1l1IlKpL7FJlM4ivnoO2g,Bubble Tea Station Cafe,999 S Virginia St,Reno,NV,89502,39.5147817604,-119.8079108443,4.0,159,1,1,1,1,0,1,0,1,1,1,1,0,1,0,18616,6344,8448,48782,65655,43566
r8RK0lIlCPTc0TaL1syzlg,Fast Wok,10116 E Washington St,Indianapolis,IN,46229,39.7758668,-85.9878754,4.0,97,0,0,0,1,1,1,0,1,0,1,0,0,4,0,11683,4075,4426,55407,72085,27262
AHLsupKoLHiRXksrFbCzCw,Village Inn Restaurant,13001 Racetrack,Tampa,FL,33626,28.0687355923,-82.6324332462,3.5,59,1,0,1,1,1,1,0,1,1,1,0,0,2,0,11059,6414,3076,113550,139754,27557
VpbMN6xoquk7-_JmHbYkEA,Champps Americana,7800 Colonel H Weir Cook Memorial Dr,Indianapolis,IN,46241,39.7163460419,-86.2986144033,2.0,156,0,1,1,2,1,1,0,1,1,1,0,0,4,0,10655,4187,3329,42342,54996,30670
36_FvBjdMXC949XVYDUb6A,Paladar Latin Kitchen,250 Main St,King of Prussia,PA,19406,40.0837015579,-75.4056755847,3.5,527,1,1,1,2,1,1,1,1,1,1,1,1,4,0,11438,5682,4700,97305,114751,23441
SFKwDOtnnrfrNWyoxekG1Q,Sakura Japanese Restaurant,595 Hillsboro Rd,Franklin,TN,37064,35.9321058701,-86.8787854131,4.0,68,1,0,1,2,1,1,0,1,0,1,1,1,1,0,21795,14497,4934,105342,134928,48118
KAO5zkzUVL1FvzuyFMd4gg,Huck House Brunchette,7135 W State St,Garden City,ID,83714,43.6674854,-116.2783902,4.0,54,0,0,0,2,0,0,0,0,1,0,0,0,1,0,10436,4830,4394,59873,87541,20290
rHLjiwjgXOZ7xVUoT1wd9w,Pietro's Famiglia,"834 Victorian Ave, Ste 200",Sparks,NV,89431,39.535127,-119.7537903,4.0,244,0,0,1,2,1,1,1,1,0,1,0,0,4,0,15322,5782,5826,50233,63806,36189
8zJYnVNKD7XUHaKFMMREBg,Condado Tacos,"530 Massachusetts Ave, Ste 190",Indianapolis,IN,46204,39.7748758693,-86.149904986,3.5,379,1,1,1,2,1,1,0,1,1,1,1,0,1,0,4582,498,3999,73281,100517,5125
HBuQAJvypwNerylr03XqQg,Tokyo Express,4146 Ogletown Stanton Rd,Newark,DE,19713,39.684928,-75.683694,4.0,53,1,0,1,1,1,1,0,1,0,1,0,0,1,0,11688,4771,4859,59030,75486,30408
iTtpjd-zG7osm9CDQwMzbw,E. Milano's Pizzeria,"6601 Sugar Valley Dr, Ste 115",Nashville,TN,37211,36.0158815619,-86.704713122,3.5,35,1,0,1,2,1,1,0,1,1,1,0,0,1,0,29353,11228,13064,59075,75023,74755
TMKTimDnvmKb5Vdf1bhZnw,Hooters,6426 E 82nd St,Indianapolis,IN,46250,39.906536511,-86.0560682684,2.0,89,1,1,1,2,1,1,0,1,1,1,0,1,3,0,9034,2918,5049,57053,80231,18546
dTL6npuTfmM-kieva8U43w,Hot Tamales,1805 John F Kennedy Blvd,Philadelphia,PA,19103,39.9544196,-75.1699529,2.5,73,0,1,0,1,1,1,0,1,0,1,0,0,4,0,15765,3571,11832,79110,134268,21908
D9_XFaD9Zi1F3REIiyh37A,Meltkraft Rittenhouse,46 S 17th St,Philadelphia,PA,19103,39.9517305,-75.1687295,4.0,65,1,0,1,2,1,1,0,1,1,0,1,0,4,0,15765,3571,11832,79110,134268,21908
b6kCTSH1kHtfcHxUTm2odA,BAMBU,"600 Washington Ave, Ste 9",Philadelphia,PA,19147,39.9346629,-75.1542102,4.0,170,0,0,0,1,1,1,0,1,0,0,1,0,4,0,18239,6207,10326,86147,128426,36228
niJCOQ4-TxGklh2CVuCaTQ,Steak ’n Shake,1402 W Brandon Blvd,Brandon,FL,33511,27.9382089691,-82.304477409,2.0,85,1,0,1,1,1,1,0,1,1,1,0,1,2,0,22334,9691,7955,61149,79120,52003
SybWgZ_qUaUmlmB97_Ia2A,Sakura Sushi,"3210 E Chinden Blvd, Ste 138",Eagle,ID,83616,43.663463,-116.351987,3.5,87,1,0,1,2,1,1,1,1,1,1,0,0,4,0,11230,7612,2444,89603,131663,22780
uV3ryZ1m4wB18CtoeuOZGA,Waffle House,4301 Sidco Dr,Nashville,TN,37204,36.0845046,-86.7621221,4.5,56,0,0,1,1,1,1,0,1,0,0,0,0,4,0,6080,2403,3122,89954,148770,12031
PQkJ5J8Qilol-JIhu-alhA,First Watch,"710 Old Hickory Blvd, Ste 307",Brentwood,TN,37027,36.0409990532,-86.7701447,3.5,92,1,1,1,2,1,1,1,1,1,1,0,0,4,0,20608,14144,4938,133254,189233,49035
j_AhCyEzJpo3sS7NZRFKQA,Ijji Sushi,"685 E Prater Way, Ste 101",Sparks,NV,89431,39.5414017708,-119.7343947199,3.0,623,1,0,1,2,1,1,1,1,0,1,1,0,4,0,15322,5782,5826,50233,63806,36189
b-XcM-IyX0mNDlGC41jrPQ,iCreate Cafe,130 King St,Pottstown,PA,19464,40.24678,-75.651445,4.5,107,1,1,1,1,1,1,0,1,1,1,0,0,1,0,18589,8820,6107,64942,80703,45788
Xr_sGRtPUI_vXDZ4g4P8Hw,Crave,3201 E Judge Perez Dr,Meraux,LA,70075,29.9376046,-89.9285007,4.5,74,0,0,1,2,1,1,0,1,1,1,0,0,3,0,1615,861,430,60448,77225,4417
qCNY42GtdQ9SNyB_zSf4jw,Capriotti's Sandwich Shop,810 N Sierra St,Reno,NV,89503,39.53512,-119.8171425,4.0,276,1,1,1,1,1,1,0,1,0,1,1,0,4,0,12469,4209,6739,54063,76117,27891
UVHHGDqvZZHRC9nO-kH9wg,P J Whelihan's Pub + Restaurant - Medford Lakes,61 Stokes Rd,Medford,NJ,8055,39.8636735809,-74.8054833717,3.0,155,0,1,1,2,1,1,0,1,1,1,1,1,4,0,9895,6842,1936,132732,158477,27179
m6ZcOrHJHYmIPhjgh8cycw,GreenHouse New Hope,90 S Main St,New Hope,PA,18938,40.3613891889,-74.9501584098,3.5,139,0,1,1,2,1,0,1,1,1,1,0,1,4,0,6044,3534,1936,118877,191503,13989
plYw0lBpAIBdwqH8FY1H_A,Casa Molina,6225 E Speedway Blvd,Tucson,AZ,85712,32.236514,-110.8595295,3.0,251,1,1,1,2,1,1,1,1,1,1,0,1,4,0,16384,4093,9558,37524,53990,32666
gAiAwgSFAzT2yFXyL6dVcg,Moe's Southwest Grill,4717 Kirkwood Hwy,Wilmington,DE,19808,39.7227638731,-75.6621110124,2.0,46,1,0,1,1,1,1,0,1,1,1,0,0,4,0,14680,7449,4913,82113,103780,38442
a_fp9I18WcbP86rQ4c_QZQ,Uzbekistan Restaurant,12012 Bustleton Ave,Philadelphia,PA,19116,40.1226988,-75.0162309,4.0,282,1,1,1,2,1,1,1,1,0,1,1,1,4,0,12850,6493,4458,58203,74943,33112
kBL0Z76KLUxBjvZS2djZzw,MidAtlantic Restaurant & Tap Room,3711 Market St,Philadelphia,PA,19104,39.956641,-75.196958,3.0,79,1,1,1,2,1,0,1,1,1,1,0,1,1,0,16508,2296,10575,28603,46430,51808
I8mJJrbXmuYSDA0-hoy02g,Chick-fil-A,4585 N Oracle Rd,Tucson,AZ,85705,32.2897904,-110.9788081,3.5,78,1,1,1,1,1,1,0,1,1,1,1,0,4,0,24304,6115,12791,30885,42888,57521
sMSHvAqNe0nA-rC279IMSQ,Tampa Pitcher Show,14416 N Dale Mabry Hwy,Tampa,FL,33618,28.079629,-82.507161,3.5,36,0,0,1,1,1,1,0,0,0,1,0,0,4,0,12100,5819,4724,68245,106081,25570
UyLYrVicM8xTF9E8p-YtXw,Luke's Italian Beef,101 E Fort Lowell Rd,Tucson,AZ,85705,32.2650742,-110.9709551,4.0,35,0,0,1,1,1,1,0,1,1,1,0,0,1,0,24304,6115,12791,30885,42888,57521
2RnP_FIKZnVXZGl2giGt0Q,Taqueria Zamoritas,1526 W Washington St,Indianapolis,IN,46222,39.7673116,-86.1881482,4.5,31,1,1,1,1,0,1,0,1,1,1,0,0,1,0,12409,3423,5320,38110,45238,34044
sYlYeHpykKr-sdE7Unuidg,Hoof + Fin,617 S 3rd St,Philadelphia,PA,19147,39.9409344,-75.1476183,4.0,68,0,1,1,2,1,0,1,0,0,1,0,0,4,0,18239,6207,10326,86147,128426,36228
X1oJuhLy8JxzmXkWLCqW6g,Baggin's Gourmet Sandwiches,2741 E Speedway Blvd,Tucson,AZ,85716,32.2364125,-110.9312375,3.5,91,1,1,1,1,1,1,0,1,1,0,0,0,2,0,15259,3927,9170,42147,60003,32853
dtsnh96yn64IT7sErc509g,Asian Palace,2001 W Oregon Ave,Philadelphia,PA,19145,39.9183863039,-75.1813937037,3.5,55,1,0,1,2,1,1,1,1,0,1,0,0,1,0,17977,5720,8129,54353,70563,47261
Je10gqBQIqSvYNS8XGrYnw,Chez Colette,120 S 17th St,Philadelphia,PA,19103,39.9507208157,-75.1689343926,3.5,30,0,0,1,2,1,0,1,0,1,1,0,0,1,0,15765,3571,11832,79110,134268,21908
GXDyR18dh33vu4lgmFiuEw,A'Pizze Tuscan Grill,120 Center Square Rd,Swedesboro,NJ,8085,39.7379423779,-75.3285763752,3.5,51,0,1,1,2,1,1,1,1,0,1,0,0,4,0,6911,4464,1227,121645,136129,18737
B1izyRia1wZ6EwbRqIAO7A,Kombo Kitchen,5009 South Macdill Ave,Tampa,FL,33611,27.8919708,-82.4941311,5.0,61,1,1,1,1,1,0,0,1,0,0,1,0,1,0,16269,6087,8484,66495,103942,29478
PbTQTEWkuJ3Rmql18lGQsw,Sabor a Merengue,7530 W Waters Ave,Tampa,FL,33615,28.0251641,-82.564259,4.5,44,1,0,1,2,1,1,0,1,0,0,0,0,4,0,18028,7440,6638,53516,73973,43453
1_qR_k-LKvVWVaesFRglRg,Idaho Pizza Company,405 E Fairview Ave,Meridian,ID,83642,43.6189929845,-116.3872897838,3.5,98,1,0,1,2,1,1,0,1,0,1,0,0,2,0,17854,10414,5003,75708,95807,37008
Pb2Gda3L6H3SRefymTtzAw,GiGi Restaurant & Lounge,319 Market St,Philadelphia,PA,19106,39.950674,-75.146297,2.0,182,0,1,1,2,1,0,1,1,0,1,0,1,4,0,7625,2113,5180,116368,162885,11740
yFT-j0IiN7thEt2Dirswbw,G&G Pizza Eatery,6 S White Horse Pike,Somerdale,NJ,8083,39.8439281,-75.0173264,4.0,30,1,0,1,1,1,1,0,1,1,1,0,0,4,0,3935,1997,1098,74798,89647,9455
r-66RtL2S-wpuMK35o66PQ,Venus Restaurant,2441 W Bay Dr,Largo,FL,33770,27.9164824,-82.8139715,3.5,62,1,1,1,1,1,1,1,1,1,1,1,0,2,0,11561,4295,5694,47908,66174,25281
pnDavnO86ecVdnecksUW9w,Georgian Bread Cuisine,10865 Bustleton Ave,Philadelphia,PA,19116,40.1106186,-75.0239353,4.5,83,1,0,1,2,1,1,1,1,1,1,1,0,3,0,12850,6493,4458,58203,74943,33112
lra78vwjx7YDfkoblGurEA,Panera Bread,320 S Perry Rd,Plainfield,IN,46168,39.7141955,-86.3562033,2.5,57,1,1,1,2,1,1,0,1,1,1,0,0,4,0,13703,7080,4291,70719,90647,30309
elWsPNrZ62gt8-AZ8V8TNg,Huda,32 S 18th St,Philadelphia,PA,19103,39.952171,-75.1704643294,4.5,93,1,1,0,2,0,0,0,1,0,0,0,0,1,0,15765,3571,11832,79110,134268,21908
T0LM-WpyNcryvpZqZL7yPw,Hibachi of Valley Forge,240 Swedesford Rd,Berwyn,PA,19312,40.0707609,-75.4416193,3.0,121,1,0,1,2,1,1,1,1,1,1,0,1,2,0,4174,3019,845,164844,220631,11539
BTPo7yWQ7xFOkoh7V9wDTA,Rudy's Pub & Grill,"2310 E Overland Rd, Ste 150",Meridian,ID,83642,43.5904703644,-116.3647413254,3.5,100,0,1,1,2,1,1,0,1,1,1,0,0,4,0,17854,10414,5003,75708,95807,37008
A7GuvyXcFprja0lv8yF1Ew,Burger 21 - Carrollwood,11777 N Dale Mabry Hwy,Tampa,FL,33618,28.0556665,-82.5033191,3.5,270,1,1,1,2,1,1,0,1,1,1,1,0,4,0,12100,5819,4724,68245,106081,25570
xrlyoI0SHEFBJa52qQnPUw,iSushi,425 S Broad St,Philadelphia,PA,19147,39.9447422,-75.1649204,3.0,109,1,0,1,2,1,1,1,1,1,1,0,0,1,0,18239,6207,10326,86147,128426,36228
bPwYP0AHdSbTs2JxBd-10w,Two Chicks South,5851 S Virginia St,Reno,NV,89502,39.47281,-119.7884812,4.5,101,1,0,0,2,0,1,0,1,0,0,0,0,4,0,18616,6344,8448,48782,65655,43566
sb8-TzsXOV7IsErbpHZo3g,Positano Coast by Aldo Lamberti,"212 Walnut St, Fl 2",Philadelphia,PA,19106,39.9466579,-75.144724,3.5,689,1,1,1,2,1,0,1,1,1,1,1,1,4,0,7625,2113,5180,116368,162885,11740
zgUQi2r1doPDAxM2sVttdw,Panera Bread,"3046 Columbia Ave, Ste 120",Franklin,TN,37064,35.8942125377,-86.8780441582,2.5,37,1,1,1,2,1,1,0,1,1,1,0,0,2,0,21795,14497,4934,105342,134928,48118
Te4yTJ7blab4s_JTAF71Iw,Sakura Japanese Sushi Restaurant,1203 Kirkwood Hwy,Wilmington,DE,19805,39.739709,-75.6008716,4.5,178,0,0,1,2,1,1,1,1,1,1,1,1,1,0,15143,4301,6548,47300,63201,40937
DhBe7gF3li2eCYRjwi2_Hw,Kisso Sushi,205 N 4th St,Philadelphia,PA,19147,39.9542717,-75.1463139,4.0,194,1,0,1,2,1,1,1,1,0,1,0,0,1,0,18239,6207,10326,86147,128426,36228
mW5b9oL0zuTMCt-OftPXrQ,Stella Pizza & Restaurant,505 Haddon Ave,Collingswood,NJ,8108,39.9181759374,-75.0741973536,3.5,82,1,1,1,2,1,1,0,1,0,1,0,0,4,0,7951,3630,3415,94851,111237,18045
5uhG34VRsD0A6lOY8F41Dg,The Habit Burger Grill,1370 Big Fish Dr,Sparks,NV,89434,39.5316985,-119.7175825,3.5,199,1,1,1,2,1,1,0,1,0,1,0,0,4,0,10651,5038,3923,68539,80202,25416
Hrc3ZSMRw2arQHaDUo61MA,The Soho Backyard,"610 S Armenia Ave, Ste 105",Tampa,FL,33609,27.9379364,-82.4846815,4.0,137,1,1,1,2,1,0,0,1,1,1,1,1,4,0,8497,3215,4322,85174,140410,15999
7SsVhkUIiDxZSsXR8XiIEQ,Pinnacle Peak,6541 E Tanque Verde Rd,Tucson,AZ,85715,32.2476084831,-110.8531357474,3.5,332,0,0,1,2,1,1,1,1,0,1,0,0,2,0,8792,4092,3483,71949,94499,17702
iuRf6DVjkS3UkPwHjEb6Wg,Indian Sizzler,3651 Lancaster Ave,Philadelphia,PA,19104,39.9594605,-75.1949617,4.0,57,1,0,1,2,0,1,0,1,0,1,0,0,1,0,16508,2296,10575,28603,46430,51808
1dRE3PDej7wUQ-MAl0DwTQ,CR Hero's,10570 E 96th St,Fishers,IN,46037,39.92809,-85.9828434,4.5,122,0,0,1,2,1,1,1,1,1,1,1,0,4,0,14661,10039,3087,115018,139179,35891
8mwV72Ro56pN6nbqAojaKg,Chef Chun Chinese Restaurant,"415 Egg Harbor Rd, Ste 5",Sewell,NJ,8080,39.748495,-75.075915,3.5,52,0,0,1,2,1,1,1,1,0,1,0,0,4,0,13425,8353,3116,107566,127108,37433
l7DcigtFMYMYnGqcBzMJqQ,Fujiyama Restaurant,1701 E Fairview Ave,Meridian,ID,83642,43.619115,-116.3730584,4.5,122,1,1,1,2,1,1,1,1,1,1,0,0,1,0,17854,10414,5003,75708,95807,37008
04UWD_QOyfn-NxcQ04M0-g,Blake's Lotaburger,1600 West Valencia Rd,Tucson,AZ,85746,32.13435,-110.999752,2.5,71,1,1,1,1,1,1,0,1,1,1,0,0,3,0,15602,6649,3652,54413,64170,43057
lh3ApskP-4XVdsQ-82792g,Last Drop,1300 Pine St,Philadelphia,PA,19107,39.9451009,-75.1630885,3.0,209,1,1,1,1,1,1,0,1,1,1,0,0,1,0,7823,1743,5771,60676,91522,14875
4g5YP5A-zPyOloRMQFvH0w,Tavro 13,1301 Kings Hwy,Swedesboro,NJ,8085,39.7493335,-75.3086472,3.5,67,0,1,1,3,1,0,1,1,1,1,0,0,4,0,6911,4464,1227,121645,136129,18737
RhYXqQnb63QWeCcmN9j_Sg,Chatham Tap Butler,"4702 Sunset Ave, Ste 100",Indianapolis,IN,46208,39.8413054,-86.1696125,3.5,75,1,1,1,2,1,0,0,1,1,1,1,1,1,0,8535,2060,4636,40707,68693,22239
NABcZKRWQF9-rDVt0P0bhw,Ocean City,234 N 9th St,Philadelphia,PA,19107,39.9562822155,-75.15419,3.0,215,1,0,1,2,1,1,0,1,0,1,0,0,4,0,7823,1743,5771,60676,91522,14875
30cpm1uq6xcQCmN6JTrB8w,Luke's Lobster Rittenhouse,130 S 17th St,Philadelphia,PA,19103,39.9505067,-75.1691375,4.5,1161,1,1,1,2,1,1,0,1,0,1,0,0,4,0,15765,3571,11832,79110,134268,21908
_UOg5_pk9IhKee91eWrT4A,Sweet Lucy's Smokehouse,7500 State Rd,Philadelphia,PA,19136,40.029103,-75.0272619,4.5,721,1,1,1,2,1,1,1,1,1,1,1,1,4,0,12417,4712,4764,54391,68317,40647
TiaImRnjrhBiZDyUo5_aMg,Chumley's Indy,838 Broad Ripple Ave,Indianapolis,IN,46220,39.8699216,-86.1435757,3.0,68,0,1,1,2,1,0,1,1,1,1,0,0,3,0,16879,6824,8390,77377,109485,34830
cM3C8AT3IhOIM4ccBofuSg,Blind Owl Brewery,5014 E 62nd St,Indianapolis,IN,46220,39.8701062594,-86.084013725,3.5,455,0,0,1,2,1,1,0,0,0,0,1,0,4,0,16879,6824,8390,77377,109485,34830
Hd_SIjvFQbcPuTwnKeiNuA,Rosalita's Backyard Tacos,3304 St Claude Ave,New Orleans,LA,70117,29.9667975,-90.0414225,4.5,89,1,1,1,1,1,0,0,1,0,1,1,0,1,0,11998,2259,7592,29663,52476,23389
GNo1zeiPKErB7Ww_j3IlOg,The Tasteful Kitchen,722 N Stone Ave,Tucson,AZ,85705,32.2310802862,-110.9715036,4.5,193,1,1,1,2,1,0,1,0,1,1,0,0,1,0,24304,6115,12791,30885,42888,57521
rXhRd5R8_wjUytw3y0POMA,Tutto Bene Gulfport,3038 Beach Blvd S,Gulfport,FL,33707,27.7394605,-82.7075035,4.0,51,1,1,1,1,1,0,0,1,1,0,1,1,1,0,12512,4411,6571,51861,74263,24599
T_HJvjWYGBtZWmRPzNJeBw,High Velocity,10 South West St,Indianapolis,IN,46204,39.766017,-86.1674605,3.5,267,0,1,1,2,1,1,1,1,1,1,1,0,4,0,4582,498,3999,73281,100517,5125
51BQzF_4dOOuIO9s-4Ropw,Golosa,806 S 6th St,Philadelphia,PA,19147,39.9385564,-75.1531778,4.0,65,0,1,0,2,0,0,1,1,1,0,0,0,1,0,18239,6207,10326,86147,128426,36228
dLdvwa6Dc0ZofiWk-0KUPg,Costa Vida Fresh Mexican Grill,,Tucson,AZ,85719,32.227832,-110.943959,4.0,97,1,0,1,1,1,1,0,1,1,1,0,0,4,0,18119,3526,12170,34013,48571,43989
IZZ7J14VnJGyUqYH1tgT6w,Satellite,1117 State St,Santa Barbara,CA,93101,34.4226158,-119.7040291,4.5,159,1,1,1,2,1,0,0,1,1,1,1,1,4,0,13296,4177,6819,62925,91126,31683
1M6nUmeiYpOhuqIzq1JzVQ,Hotel Tango - Zionsville,10615 Zionsville Rd,Zionsville,IN,46077,39.9417169,-86.2590697,4.5,48,0,1,1,2,1,0,0,1,1,0,1,1,1,0,10829,8241,1693,140092,187445,24512
99CauTgdResVER5NvRTfw,Domino's Pizza,7940 Michigan Rd,Indianapolis,IN,46268,39.8978377,-86.2172076,1.5,32,1,0,1,1,1,0,0,1,0,0,0,0,1,0,10741,3523,5809,52458,65237,24965
