postal_code,restaurant_id,restaurants_name,address,city,states,latitude,longitude,stars_rating,review_count,restaurants_delivery,outdoor_seating,accepts_creditcards,price_range,alcohol,good_for_kids,reservations,restaurants_takeout,wifi,good_for_groups,wheelchair_accessible,happy_hour,noise_level,dietary_restrictions,total_estimate_households_per_zip,total_estimate_married_couple_family_households,total_estimate_nonfamily_households,median_income_dollars
33762,WPyR3UrtsAkHLlNWqU-hsw,Cuban Mexican Restaurant,4016 Ulmerton Rd,Clearwater,FL,27.893180,-82.688496,3.5,43,t,f,t,1,t,t,f,t,t,t,f,f,4,f,2633,1124,1313,67134
33708,Dqop6WgHI3m_piEVcaPJ6Q,Cuban Paradise Cigar & Cafe,12933 Village Blvd,Madeira Beach,FL,27.786477,-82.783227,4.5,37,f,t,t,2,f,f,f,f,f,f,t,f,1,f,7929,3779,3662,63351
93101,RjOnk_W82F2brYtpDZ59MA,Cubaneo,418 State St,Santa Barbara,CA,34.416527,-119.694576,4,133,t,t,t,2,t,f,f,t,t,t,t,t,4,f,13296,4177,6819,62925
19107,H_JO3CNWRTRHmstEyvb31Q,Cube Cafe,145 N 11th St,Philadelphia,PA,39.955254,-75.157407,4,45,t,f,t,1,t,t,f,t,t,t,f,f,4,f,7823,1743,5771,60676
8054,xicrRwfMBkDfQlFaGoyC5g,Cucina Carini,1373 Hainesport Mt Laurel Rd,Mount Laurel,NJ,39.935439,-74.890263,4,65,t,f,t,2,t,t,t,t,f,t,f,f,2,f,17494,8759,6101,97536
83705,Ww9FIzWJTwiN6Vlh_RdoNA,Cucina Di Paolo,1504 S Vista Ave,Boise,ID,43.590817,-116.213366,4.5,208,t,t,t,2,t,t,f,t,t,f,f,f,2,f,12267,4409,5978,51547
19147,9ciFIt5951W-InCyYqs0CQ,Cucina Forte,768 S 8th St,Philadelphia,PA,39.939705,-75.156260,4,140,t,f,t,2,t,f,t,t,t,t,f,f,4,f,18239,6207,10326,86147
19104,B-DiQpcSTJ7oMMnwzbAGTQ,Cucina Zapata,S 31st & Ludlow St,Philadelphia,PA,39.954289,-75.185538,4.5,248,f,f,f,1,t,t,f,t,f,t,f,f,4,f,16508,2296,10575,28603
33614,Mha77MN_BYGB-w7DONZ5YA,Cuenelli's Peruvian Restaurant,4801 W Hillsborough Ave,Tampa,FL,27.996605,-82.524386,4,249,t,f,t,1,t,t,f,t,t,t,f,f,4,f,18229,6058,7221,43951
8096,TTt6Cxzo7eS7hnI2P5Urw,Cugini Pizzeria,1692 Clements Bridge Rd,Deptford,NJ,39.833491,-75.102271,3.5,36,t,f,t,1,t,t,f,t,t,t,f,f,4,f,13638,6300,4869,78399
19464,byiqr8B9lJ7OW2j6p0m1kA,Cuisine India,232 King St,Pottstown,PA,40.246279,-75.648925,4,36,f,t,t,2,t,t,t,t,t,t,t,f,1,f,18589,8820,6107,64942
46235,eqyx80i8I9XK_lrUJeV9ng,Cul de Sac Kitchen,"3827 N Mitthoefer Rd, Ste H-9",Indianapolis,IN,39.827565,-85.990036,5,52,f,f,f,1,f,f,f,t,f,f,f,f,1,f,12101,3490,4923,41083
37064,n9Ckgl2owTxU6J0Uiobv_A,Culaccino,104 E Main St,Franklin,TN,35.926568,-86.866538,4.5,117,f,t,f,3,t,f,t,f,f,f,f,f,1,f,21795,14497,4934,105342
19810,IHO1oAX0PrEQo5VYuipX7g,Culinaria,1812 Marsh Rd,Wilmington,DE,39.804001,-75.504380,4,53,f,f,t,2,t,f,t,t,t,t,f,t,4,f,10048,5367,3141,92992
19380,GynmQMVVVyNQt6tTRsqoOw,Culinary Deliveries & Pizzeria,348 W Gay St,West Chester,PA,39.957907,-75.610807,2,42,t,f,t,1,t,f,f,t,t,f,f,f,4,f,20999,11647,7482,106738
85716,zZ01WQlcpI1_n806WKV3bA,Culinary Dropout,2543 E Grant Rd,Tucson,AZ,32.250763,-110.934132,4,1295,t,t,t,2,t,t,t,t,t,t,t,t,3,f,15259,3927,9170,42147
37209,Er_6k2pvoYmYMXqzLsh_oQ,Culture + Co.,3820 Charlotte Ave,Nashville,TN,36.152954,-86.832063,5,31,f,f,f,1,f,f,f,f,f,f,f,f,1,f,16513,5233,8829,61096
37075,4LQbEuWpzj0hkDGN2urxnw,Culver's,290 Indian Lake Blvd,Hendersonville,TN,36.328495,-86.593193,3,50,t,t,t,1,t,t,f,t,t,t,f,f,2,f,24850,14487,6772,77320
33772,EdHIVOZdKEnSWfMH4m8VuA,Culver's,10425 Park Blvd,Seminole,FL,27.839869,-82.783812,3,71,f,f,t,1,t,t,f,t,t,t,t,f,4,f,9801,4432,3841,60843
33615,LXJP_aGg-zYbJIsEkA5vBw,Culver's,8106 W Hillsborough Ave,Tampa,FL,27.996229,-82.572289,4,92,t,t,t,1,t,t,f,t,t,t,f,f,2,f,18028,7440,6638,53516
37122,ui8pmnhRlpFfocs3OK1yJA,Culver's,35 Old Pleasant Grove Rd,Mt. Juliet,TN,36.175255,-86.514763,4,44,f,t,t,1,t,t,f,t,t,t,t,f,1,f,22013,15059,4759,92944
85713,9r-sVEHe8BQn518XgJvzPA,Culver's,3070 S Campbell Ave,Tucson,AZ,32.186008,-110.943955,3.5,45,t,t,t,1,t,t,f,t,t,t,f,f,2,f,16758,6546,5802,39939
33625,GyvtAyCurqFGovXp-tAgsQ,Culver's,8410 Citrus Park Dr,Tampa,FL,28.065500,-82.577500,3.5,41,t,f,t,1,f,f,f,f,f,f,f,f,1,f,11232,4976,4310,62539
33702,1UU89Z6rhiU5HHiDdGwGng,Culver's,9046 4th St N,St. Petersburg,FL,27.855043,-82.639084,3,53,f,t,t,1,t,t,f,t,t,t,t,f,1,f,14139,5262,6602,54196
33781,kgFqrL2iwYWA1ABFmjJjOw,Culver's,4702 Park Blvd N,Pinellas Park,FL,27.838825,-82.698318,3,35,f,t,t,1,t,t,f,t,t,t,f,f,3,f,9974,4051,4115,43692
33619,FIozOPRTZFOlel-gvapiXw,Culver's,2470 S Falkenburg Rd,Tampa,FL,27.924021,-82.338120,3.5,82,f,t,t,1,t,t,f,t,t,t,t,f,2,f,13347,4327,5202,47677
33765,BVywLa6Iu3_AvXsFm2iYbQ,Culver's,2008 Gulf To Bay Blvd,Clearwater,FL,27.961000,-82.754204,3.5,65,f,t,t,1,t,t,f,t,t,t,f,f,4,f,6372,2992,2533,48400
85710,J6EXRXbejBgOv4SWamMEAA,Culver's,40 S Broadway Pl,Tucson,AZ,32.220531,-110.831970,3.5,138,f,t,t,1,t,t,f,t,t,t,f,f,4,f,24780,8081,12342,46055
83646,Ur01981F9KUSjc_XqN8QJw,Culver's,3494 E Tecate Ln,Meridian,ID,43.633625,-116.351105,3.5,94,f,t,t,1,t,t,f,t,t,t,f,f,4,f,23299,14659,5346,79706
62269,yHInnGxLPm0_QjpuOmS0Ag,Culver's,1702 W US Hwy 50,O'Fallon,IL,38.593006,-89.957535,3.5,43,f,t,t,2,t,t,f,t,t,t,t,f,2,f,12419,7397,3198,86493
33771,TdYenIe4sMK3uqpxwjUmug,Culver's,3500 E Bay Dr,Largo,FL,27.916801,-82.750526,3,124,f,t,t,1,t,t,f,t,t,t,t,f,2,f,13316,4622,6530,47114
34668,g60oktJk9CBonFuwiPJPSA,Culver's,8425 US Hwy 19,Port Richey,FL,28.280157,-82.718381,3.5,52,f,t,t,1,t,t,f,t,t,t,f,f,2,f,20119,7319,8549,37262
46268,jLm-ZaYxqmuplPxm3swlSw,Culver's,5020 W 71st St,Indianapolis,IN,39.882534,-86.245399,3,57,t,t,t,1,t,t,f,t,t,t,f,f,4,f,10741,3523,5809,52458
33613,rQCTWNMzIZTfqWEAjxDpKQ,Culver's,15003 N Nebraska Ave,Tampa,FL,28.088568,-82.450912,3.5,140,t,t,t,1,t,t,f,t,t,t,f,f,2,f,14911,3223,9063,35755
33579,GBnj__a2GK79p_bAKyvkQ,Culver's,10721 Big Bend Rd,Riverview,FL,27.791840,-82.331130,3,44,t,f,t,1,t,f,f,t,t,t,f,f,1,f,12030,7443,2444,86439
46221,PHBKsp1j4SVJuS_fQtiUig,Culver's,4701 Kentucky Ave,Indianapolis,IN,39.699818,-86.262939,4,36,f,t,t,1,t,t,f,t,t,t,f,f,2,f,9805,3954,3463,49399
85741,jW63U-oCMlVoNZarheItpA,Culver's,6905 N Thornydale Rd,Tucson,AZ,32.332192,-111.046761,3.5,111,f,t,t,1,t,t,f,t,t,t,f,f,4,f,13989,5663,5499,63092
46142,byIGo_rwmoWEd6J7AsrDoQ,Culver's,320 State Rd 135,Greenwood,IN,39.610004,-86.159271,3.5,43,f,t,t,1,t,t,f,t,t,t,t,f,2,f,12431,7441,3655,77155
46216,VEwHudSzAsCW_ISBERlhew,Culver's,5525 N Post Rd,Lawrence,IN,39.853210,-86.010338,3.5,55,f,t,t,1,t,t,f,t,t,t,f,f,4,f,1225,360,718,51612
85614,Py_eUoPjJtQaVdi8udwwMQ,Culver's,18810 S Nogales Hwy,Green Valley,AZ,31.908400,-110.982800,4,59,t,t,t,1,f,f,f,f,f,f,f,f,4,f,13572,7144,5686,52594
33559,8ryZMrjvJ02hPgweQ53-3w,Culver's,2303 Sun Vista Dr,Lutz,FL,28.191132,-82.394844,3.5,79,f,t,t,1,t,t,f,t,t,t,f,f,2,f,6871,2973,2625,71724
33556,0kMb6sceumXggycSLJlpmA,Culver's,12538 State Rd 54,Odessa,FL,28.190979,-82.610771,3.5,36,f,t,t,1,t,t,f,t,t,t,f,f,2,f,8310,5913,1538,112459
46250,ET5hD0a-Gr6xitL70iK1NA,Culver's,7105 E 96th St,Indianapolis,IN,39.926533,-86.043312,4,76,t,t,t,1,t,t,f,t,t,t,f,f,4,f,9034,2918,5049,57053
85718,4ykhWI_bbzMg2ZXKxxSeGg,Culver's,4810 N 1st Ave,Tucson,AZ,32.294422,-110.960526,3.5,94,f,t,t,1,t,t,f,t,t,t,f,f,4,f,12818,6400,5543,93185
37067,lwVrrjc2MvkF6SS_PaAU0A,Culver's,3400 Mallory Ln,Franklin,TN,35.940285,-86.820871,3.5,101,f,t,t,1,t,t,f,t,t,t,f,f,4,f,12492,7770,3850,107464
46250,fLM3emFZM3NjUKysn5_yEw,Cumaco Arepa House,9642 Allisonville Rd,Indianapolis,IN,39.927883,-86.065824,4.5,91,t,t,t,1,t,f,f,t,t,f,t,f,4,f,9034,2918,5049,57053
85701,zwrgCMuZyFX46mL3piDyjg,Cup Cafe,311 E Congress St,Tucson,AZ,32.222199,-110.966627,4,862,t,t,t,2,t,t,t,t,t,t,f,f,4,f,2750,449,1943,45862
85712,OYR0WgpndrJRumX8d8HoXQ,Cup It Up American Grill,"1101 N Wilmot Rd, Ste 119",Tucson,AZ,32.236981,-110.858967,4.5,62,f,t,t,2,t,t,f,t,t,f,t,f,4,f,16384,4093,9558,37524
83646,6dVaWHvm8YEw11eHgDH2eQ,Cupbop - Korean BBQ,"1520 W Chinden Blvd, Ste 104",Meridian,ID,43.663305,-116.412831,4,159,t,t,t,1,t,t,f,t,f,t,f,f,1,f,23299,14659,5346,79706
19046,JNHEadNYIm5eY_4lTjmISQ,Curds N' Whey,"817 Old York Rd, Ste 101",Jenkintown,PA,40.105514,-75.123935,4,43,t,t,t,2,t,t,f,t,f,t,f,f,4,f,7312,3914,2315,104193
70115,iJepNTdQh-vOBoIzmx-Kmg,Cure,4905 Freret St,New Orleans,LA,29.934988,-90.107570,4,454,f,t,t,2,t,f,t,t,t,t,t,t,4,f,14847,5248,8000,77961
70130,RTJiMomkeeDi5LZn0GhxQA,Curio,301 Royal St,New Orleans,LA,29.955032,-90.067654,4,609,t,t,t,2,t,f,t,t,t,t,t,f,4,f,7175,1389,4827,65132
19057,oY-w5FbUv8YPA-vJmkdW1Q,Curly's Comfort Food,1140 Bristol Oxford Valley Rd,Levittown,PA,40.165998,-74.875077,4.5,54,t,t,f,1,f,f,f,t,f,f,f,f,1,f,5979,3270,1545,84074
19020,0Hdvz0Ups_nN9kIb3uo4VA,Curran's Irish Inn,1909 Bristol Pike,Bensalem,PA,40.075977,-74.954372,2.5,39,f,f,t,2,t,f,f,f,f,t,f,t,4,f,21379,10247,7290,70488
34689,SvA2IQ9SyI1Dh7dtwNNs3A,Currents Restaurant,200 E Tarpon Ave,Tarpon Springs,FL,28.146050,-82.754471,3.5,190,t,t,t,2,t,f,t,t,t,t,t,t,1,t,11823,5304,5126,51753
46268,N-tBrQMt2pc5JudffpDFmw,Curries and Chutneys,"8840 N Michigan Rd, Ste 105",Indianapolis,IN,39.915319,-86.226428,3.5,34,f,f,t,1,t,t,f,t,t,t,f,f,1,f,10741,3523,5809,52458
19153,MsgWKX-hUG35a0nLcCAKrg,Currito,"8500 Essington Ave, Philadelphia International Airport, Terminal A",Philadelphia,PA,39.874423,-75.247136,3.5,125,f,f,t,1,t,t,f,t,t,f,f,f,4,f,5382,1578,2591,54485
19143,gh81r-SZodvcty5QDaLyhg,Curry Bird,4604 Woodland Ave,Philadelphia,PA,39.944157,-75.209824,3,81,t,t,t,1,f,f,f,t,t,f,f,f,1,f,24632,4926,12223,37434
33617,xwVAf_AqbcdZVQ2IPgsvXQ,Curry Bowl,8447 N 56th St,Tampa,FL,28.027277,-82.392793,4,72,f,f,t,2,t,t,t,t,t,t,t,f,1,f,19281,5493,9710,39830
37167,bgFhX4CGrKx5xfQ3EtelsA,Curry House Restaurant,669 President Pl,Smyrna,TN,35.979808,-86.555519,4,80,t,f,t,2,t,t,t,t,f,t,f,f,1,f,21579,10955,6308,69482
85716,AXoq_ze4DyyPDjJk-Ba9Pw,Curry Leaf,"2510 E Grant Rd, Ste 100",Tucson,AZ,32.249948,-110.934740,3.5,128,f,t,t,2,t,t,t,t,t,t,t,f,1,f,15259,3927,9170,42147
19438,ws6TIgXXA-5RSHRrMBEktA,Curry Leaf Indian Cuisine,294 Main St,Harleysville,PA,40.266403,-75.378382,4.5,96,t,f,t,2,t,t,t,t,f,t,t,f,1,f,9456,6287,2207,115748
33609,7L0WAmZ0fP5hKzdhVAkIhQ,Curry Leaves Indian Cuisine,4843 W Kennedy Blvd,Tampa,FL,27.945245,-82.525857,4.5,695,t,t,t,2,t,t,f,t,t,t,t,f,4,f,8497,3215,4322,85174
8016,BZI1iQtX76YEwLyuL9zgKQ,Curtin's Wharf Restaurant,501 E Pearl St,Burlington,NJ,40.081252,-74.850148,3,89,f,t,t,2,t,t,f,f,t,t,f,t,4,f,12742,6128,4238,77442
85701,7if_7p5BRYEyMAV1RjD06w,Cushing Street Bar & Restaurant,198 W Cushing St,Tucson,AZ,32.216737,-110.973134,3.5,60,f,t,t,2,t,f,t,t,t,t,f,f,4,f,2750,449,1943,45862
19128,pCDx24yFgVZ3EwOwDMedHg,Custard & Cakes Creamery,5461 Ridge Ave,Philadelphia,PA,40.023260,-75.207748,4.5,224,f,f,t,1,f,f,f,t,f,f,f,f,4,f,16980,6799,8312,76854
19063,tkQ6wFbL8iRmUCTtNR5rsw,Custom Bagels,15 S Olive St,Media,PA,39.918489,-75.390789,4,62,f,t,t,1,t,t,f,t,t,f,f,f,1,f,14697,7779,5546,102401
19464,18x5Gwz4ztxWmLBsYsgu3g,Cutillo's Restaurant,2688 E High St,Sanatoga,PA,40.244261,-75.585059,3,61,t,t,t,2,t,f,t,t,t,t,t,t,4,f,18589,8820,6107,64942
33759,thb9MKU1kOG_TZ0sn2RxcA,Cuvée 103,"2454 N McMullen Booth Rd, Unit 103",Clearwater,FL,28.011295,-82.707791,4.5,160,f,t,t,3,t,f,t,t,t,t,t,t,4,f,7820,3208,3414,53611
70115,ecgAJWRy582uPIzm3inVoQ,Cuzco Peruvian Cuisine,4714 Freret St,New Orleans,LA,29.934866,-90.106758,4,54,f,f,t,2,t,t,t,t,f,t,f,f,4,f,14847,5248,8000,77961
19808,OIeYD36y99Q6xObzwCJPwQ,Cuzino's Pizza & Pasta,4553 Kirkwood Hwy,Wilmington,DE,39.725259,-75.656766,3,39,t,f,t,1,f,t,t,t,t,t,f,f,1,f,14680,7449,4913,82113
19446,dNsPURgPWH0K9PVEIqf0rg,Cuzino's Pizza & Pasta,721 E Main St,Lansdale,PA,40.233012,-75.268780,4,31,t,t,t,1,t,t,f,t,f,t,f,f,4,f,22647,12428,7315,87083
19810,sd0AA8okoNnR7ONkF9AWvw,Cuzino's Pizza & Pasta,2070 Naamans Rd,Wilmington,DE,39.823595,-75.498939,3,41,t,f,t,2,t,t,f,t,f,f,f,f,1,f,10048,5367,3141,92992
70112,aPDpK9mHhrabKyspSKME6g,Cuñada,833 Conti St,New Orleans,LA,29.956848,-90.068382,4,277,f,t,t,2,t,f,f,t,t,t,t,t,4,f,1951,156,1534,29625
33635,fwiASZN3eQ_g5lGQZKPkYA,Cyber Takee Outee,12807 W Hillsbrough Ave,Tampa,FL,28.029787,-82.638021,3.5,39,t,f,t,1,t,t,f,t,t,t,t,f,1,f,7240,3523,2325,71768
19713,8zSe71yhFMeydp1UKJrEEg,D & H Jamaican Cuisine,748 E Chestnut Hill Rd,Newark,DE,39.677469,-75.699746,3,90,f,f,t,2,t,f,f,t,f,t,f,t,4,f,11688,4771,4859,59030
33764,9-aL4zNKdTqsftecE5juEQ,D&E Donuts,1453 S Belcher Rd,Clearwater,FL,27.943626,-82.745397,4.5,36,t,f,t,1,f,t,f,t,t,t,f,f,1,f,11852,5425,4981,53416
37219,bZcW_CPll-WaAgciSLPyrA,D'Andrews Bakery & Cafe,555 Church St,Nashville,TN,36.162676,-86.780990,5,212,t,t,t,1,t,t,f,t,t,t,t,f,1,f,777,137,640,85463
19103,8JcdN89xv4AqAVRSDLLUHw,D'Angelo's Ristorante Italiano,256 S 20th St,Philadelphia,PA,39.948729,-75.174431,3.5,163,f,t,t,3,t,f,t,t,f,t,f,t,4,f,15765,3571,11832,79110
8530,dCI9y5zlamQovNvvZ8JL5w,D'Floret,18 S Main St,Lambertville,NJ,40.365397,-74.942445,4.5,140,f,t,f,3,t,f,t,t,t,f,f,f,4,f,2958,1577,1158,108963
19063,1zNQfRAclJcSXGpO2vEqqA,D'Ignazio's Towne House,117 Veterans Sq,Media,PA,39.917361,-75.391951,3,49,t,f,t,2,t,t,t,t,f,t,f,f,4,f,14697,7779,5546,102401
33706,vt80VTnTbTloFODYKBFA9Q,D'Lites On the Beach,5955 Gulf Winds Dr,St. Pete Beach,FL,27.732780,-82.745055,4,31,f,t,t,1,t,t,f,t,f,t,f,f,1,f,8805,4478,3944,76277
33707,wNuyxdg5wGoMFG19k1j59Q,D'Mexican,6630 Central Ave,St. Petersburg,FL,27.770548,-82.729267,4,187,t,f,t,2,t,t,t,t,t,t,t,t,2,f,12512,4411,6571,51861
33544,NHWWRbUQz6uFaN4zrG0dnA,D'alessio,2653 Bruce B Downs Blvd,Wesley Chapel,FL,28.195425,-82.354179,2.5,46,f,t,t,2,t,t,f,t,t,t,f,f,4,f,9689,6280,2109,86707
19145,o45O8DI0MJXYsHnoIkP0jg,D'jakarta Cafe,1540 W Ritner St,Philadelphia,PA,39.920902,-75.173679,4.5,107,t,f,t,2,t,t,t,t,f,t,f,f,4,f,17977,5720,8129,54353
89502,r8ER_x1HAfJ5RBLkcGtilw,D'licious Caffe,581 E Moana Ln,Reno,NV,39.493389,-119.790146,4.5,187,t,f,t,2,t,f,f,t,f,t,f,f,4,f,18616,6344,8448,48782
85716,VSjoo6kJ9MU4G0cfO_-CRA,D's Island Grill JA,3156 E Ft Lowell,Tucson,AZ,32.264599,-110.925097,4.5,247,t,f,t,2,t,t,f,t,t,t,f,f,1,f,15259,3927,9170,42147
19380,Ch2r754Z3QOVXO-LPM70Jw,D-K Diner,609 E Gay St,West Chester,PA,39.964588,-75.596597,3,53,f,f,f,1,t,t,f,t,t,t,f,f,4,f,20999,11647,7482,106738
34698,nIE7ph1w_bttQMJQx5hUEQ,D-Town Bar & Grill,1056 Main St,Dunedin,FL,28.019251,-82.774852,3,91,t,f,t,2,t,t,t,t,t,t,t,t,2,f,18732,7910,8896,51432
33606,3esrPjBnk3bPu8DT7Y0mhQ,D.P. Dough,500 S Howard Ave,Tampa,FL,27.939573,-82.482673,3.5,48,t,f,t,1,f,t,f,t,t,f,f,f,1,f,8894,2956,5155,95799
62220,PFgsZA3Gxp6Ceqjd52EtOg,D.S. Vespers Sports Pub and Eatery,701 S Belt W,Belleville,IL,38.503617,-89.994799,3,33,f,t,t,2,t,t,f,t,t,t,f,f,4,f,7521,3097,3232,56486
19122,dVC2Rg_BGW3XOIlvEFxh9g,DAWA Sushi & Ramen Bar,1204 N Front St,Philadelphia,PA,39.969213,-75.136326,4.5,104,t,f,t,2,f,f,t,t,f,t,f,f,4,f,6799,1355,3790,44758
70005,LOQcp8Uq6MCeM1txWBodXg,DBC Bar & Grill,1001 Veterans Memorial Blvd,Metairie,LA,30.002128,-90.133078,4,37,f,t,t,1,t,f,f,t,f,t,f,t,1,f,11705,5160,5209,64235
89509,DxnbnDc2Bww20e2DBrc4Qw,DE LEON MEXICAN FOOD,1201 California Ave,Reno,NV,39.513781,-119.829137,4.5,72,t,t,t,1,t,f,f,t,f,f,t,f,4,f,17073,6298,8482,62844
19801,Ds8E5RPjm2UHUemXJVTs3w,DECO,111 W 10th St,Wilmington,DE,39.746157,-75.548848,4,41,t,t,t,2,t,f,f,t,t,t,t,f,1,f,7031,870,4041,33410
19008,FHSbZ0-vZbbrMDWVpbyXgA,DELCO Steaks,2567 West Chester Pike,Broomall,PA,39.981944,-75.359960,4,72,t,t,t,1,t,f,f,t,f,f,t,f,1,f,6901,4644,1441,106551
19146,F6KGWi35Y79rC-x3LiISiA,DELIcious Bites,1603 South St,Philadelphia,PA,39.944157,-75.168996,3.5,37,f,t,t,1,t,t,f,t,f,f,f,f,1,f,17302,4674,9517,77091
33606,TOgkopnDE5q9mT074TDeeA,DI Coffee Bar,214 E Davis Blvd,Tampa,FL,27.926894,-82.453735,4.5,142,f,t,t,1,t,t,f,t,t,t,f,f,4,f,8894,2956,5155,95799
19131,uIlFxzyoJy7ud9j12aK7MA,DJ Kitchen,4040 City Ave,Philadelphia,PA,40.007435,-75.212444,4.5,117,t,t,t,2,t,f,t,t,f,t,t,t,4,f,17503,3153,8890,39672
46123,4FeImnmLVHISt3zgz5-rnw,DJ's Hot Dog,10240 E Hwy 36,Avon,IN,39.763737,-86.342288,4,62,f,f,t,1,t,t,f,t,t,t,f,f,4,f,13379,8103,2695,92811
46250,jOA7Rmb7ieYZ_khMrGYtHw,DJ's Hotdog,"7035 E 96th St, Ste U",Indianapolis,IN,39.926362,-86.044090,4,82,t,t,t,1,t,t,f,t,t,t,t,f,4,f,9034,2918,5049,57053
33785,D1EhPwcriioYMD_VDtBx5g,DJs Clam Shack,"19705 Gulf Blvd, Ste A",Indian Shores,FL,27.857504,-82.846463,4.5,94,f,t,f,2,f,f,f,f,f,f,f,f,1,f,2874,1462,1212,73786
83702,PwcYNxBGzefCM1ofAMZJ9Q,DK Donuts,1300 W State St,Boise,ID,43.621916,-116.206514,4,56,f,f,t,1,f,f,f,t,f,f,f,f,1,f,11069,4230,5804,68165
19104,0a8t_Th0jtWUMmtq0q2dqA,DK Sushi,3401 Walnut St,Philadelphia,PA,39.953198,-75.192874,3.5,30,f,t,t,1,t,f,f,t,f,f,f,f,1,f,16508,2296,10575,28603
19119,qP954Yf1Qa5Ckkw4RU6w7A,DOHO Taqueria,18 W Hortter,Philadelphia,PA,40.049766,-75.184861,4.5,31,t,f,f,1,f,f,f,t,f,f,f,f,1,f,11846,4707,4730,73671
19104,KGzDbWYbVRItq7_ubPBEHQ,DP Dough,33 S 40th St,Philadelphia,PA,39.956188,-75.202082,3.5,31,t,f,t,1,t,f,f,t,f,t,f,f,1,f,16508,2296,10575,28603
33625,HnHsm7SXKiUoNPsYnXdMvA,"DRIP Kratom, Kava, Vapor & Brew Bar",6166 Gunn Hwy,Tampa,FL,28.063567,-82.551100,4.5,63,t,f,t,2,t,f,f,t,t,t,t,t,2,f,11232,4976,4310,62539
70118,QX96jNeZ15qm4xgw5AW5dw,DTB,"8201 Oak St, Ste 1",New Orleans,LA,29.948377,-90.130670,4.5,225,f,t,t,2,t,f,t,t,t,t,t,t,4,f,13727,3773,7150,50597
19006,0o0H3YhNX1CWpF3Az7wXpA,Da Bistro Mediterranean Grill,1918 County Line Rd,Huntingdon Valley,PA,40.167684,-75.067578,3.5,42,t,f,t,2,t,t,t,t,t,t,t,f,1,f,7988,5040,2036,104409
46236,0Oyjyi86tca1JPDgI-vZWA,Da Blue Lagoon,11705 Pendleton Pike,Indianapolis,IN,39.869938,-85.958539,4,117,t,t,t,2,t,t,f,t,t,t,t,f,4,f,10633,6492,3021,99712
34677,XZ1T0EY_7BXmlfelsbDzaA,Da Burger Joint,4058 Tampa Rd,Oldsmar,FL,28.035022,-82.654349,4,67,t,t,t,2,t,t,f,t,t,t,t,f,4,f,8566,4188,2925,69861
19076,To3KewTvNrjNeWw-JbtR4w,Da Chen Chinese Restaurant,848 Chester Pike,Prospect Park,PA,39.881303,-75.307713,4,54,t,f,t,2,t,t,t,t,t,t,f,f,1,f,2718,898,1183,59120
33774,hkuIjzyewr7RyIbKvjUQ5A,Da Pollani’s,13688 Walsingham Rd,Largo,FL,27.879718,-82.828024,4.5,76,t,t,t,2,t,f,t,t,t,t,t,f,1,f,7988,3491,3185,63370
33781,p3-FsWgkrRlT18Mw5Z1tHg,Da Sesto Italiano Ristorante e Vino,7201 66th St N,Pinellas Park,FL,27.838248,-82.728205,4.5,523,f,t,t,2,t,t,t,t,t,t,t,t,4,f,9974,4051,4115,43692
19063,eSIpWX2r37csb4VXDZ38lw,Da Shin Bistro,190 S New Middletown Rd,Media,PA,39.904836,-75.415398,4,80,f,t,t,2,t,t,t,t,f,t,t,t,1,f,14697,7779,5546,102401
8033,9fIYt5USRXv2-Bd0NP1C9g,Da Soli Restaurant,116 Kings Hwy E,Haddonfield,NJ,39.897134,-75.033560,4,75,t,t,t,2,t,f,t,t,t,t,f,f,4,f,6003,3701,1830,128134
19147,KzSL2VzyT7bdHd0bhMyanw,Da Vinci Ristorante,1533 S 11th St,Philadelphia,PA,39.929944,-75.162840,4,56,t,t,t,2,t,t,t,t,f,t,f,f,4,f,18239,6207,10326,86147
19053,8KU5lsg69OIbpGUBmt43AQ,Da Vinci's Brick Oven Pizzeria,183 Bustleton Pike,Feasterville Trevose,PA,40.140862,-75.006189,4,58,t,t,t,1,t,t,f,t,t,t,f,f,1,f,9936,5999,2537,83636
33614,0EH0WBJSqVvu0vyVUM2zBQ,Da-Kine Hawaiian Cafe,6920 N Dale Mabry,Tampa,FL,28.011798,-82.505577,4,30,f,t,t,1,t,t,f,t,f,t,f,f,1,f,18229,6058,7221,43951
19107,nIXhxPvxST6bTuj9jo1UQ,DaMò Pasta Lab,105 S 12th St,Philadelphia,PA,39.950297,-75.160105,4.5,177,t,f,t,2,t,f,f,t,t,f,t,f,1,f,7823,1743,5771,60676
8059,UxorUOnRk_scFybq5gzYgA,DaVinci's Pizza & Pasta,1 N Black Horse Pike,Mount Ephraim,NJ,39.881766,-75.086534,3,30,t,f,t,2,t,t,t,t,t,t,f,f,1,f,2153,894,806,81168
70002,3ftfZdQ7pqf6QUhQ6L0qpA,Dab's Bistro,3401 North Hullen,Metairie,LA,30.011037,-90.157508,4.5,53,f,f,t,2,t,t,f,t,t,t,t,f,4,f,8954,3438,4225,56361
19067,co8fVmBON-QsZtEyIiyJtA,Dacey's Pub,215 W Philadelphia Ave,Morrisville,PA,40.199468,-74.776332,3.5,43,f,f,t,1,t,t,f,t,t,t,f,f,4,f,20311,12109,5140,110452
