Restaurant_ID,Restaurants_Name,Address,City,State,Postal_Code,Latitude,Longitude,Stars_Rating,Review_Count,Restaurants_Delivery,Outdoor_Seating,Accepts_CreditCards,Price_Range,Alcohol,Good_For_Kids,Reservations,Restaurants_TakeOut,WiFi,Good_For_Groups,Wheelchair_Accessible,Happy_Hour,Noise_Level,Dietary_Restrictions
Jl74HjB5sE6bBaI06vwQGQ,Los Agaves,"301 Richard Wilks Rd, Ste 200",White House,TN,37188,36.4722512,-86.6753327,4.0,59,0,1,1,2,1,1,1,1,1,1,1,0,2,0
gTUERr6FchxzrqGBnQDjIA,Sweetie Pies,9841 W Florissant Ave,Saint Louis,MO,63136,38.7464249,-90.2799429,3.5,53,1,1,1,2,1,1,0,1,0,1,0,0,4,0
cJRCXPohh_pc_bz-25ibNw,Westshore Pizza,10309 Causeway Blvd,Brandon,FL,33619,27.9223724,-82.3392124,3.0,34,1,0,1,1,1,1,0,1,0,0,0,0,1,0
C2XaAQrXj5UUWaHRw2CiRg,Geechee Girl Rice Cafe,6825 Germantown Ave,Philadelphia,PA,19144,40.0549698,-75.1868357,3.0,54,0,0,1,2,1,1,1,1,0,1,0,0,4,0
M3yOPL5TRCU0G5o8Ciicbw,Rebar,1919 Division St,Nashville,TN,37203,36.1493881,-86.7971863,3.0,139,1,1,1,2,1,0,0,1,0,0,0,0,4,0
50mfwRz6WA20SS3E080uTg,Picasso's Coffee House,1650 Beale St,Saint Charles,MO,63301,38.7653936499,-90.4943774163,4.5,92,1,1,1,1,0,0,0,1,1,0,1,0,4,0
lTJjJQHOXxos5qIbSjWTEA,Garden Gyros,3025 E Busch Blvd,Tampa,FL,33612,28.0322705,-82.4251246,4.0,41,1,1,1,1,1,1,0,1,1,1,0,0,4,0
c0F9yKr0bJuQDtG1lzDgmQ,Craft Street Kitchen - Oldsmar,3153 Curlew Rd,Oldsmar,FL,34677,28.049304,-82.700597,4.5,1013,1,1,1,2,1,1,0,1,1,1,0,1,4,0
jNOHaFwWsBpaf9l5gvRwQ,Black Circle,2201 E 46th St,Indianapolis,IN,46205,39.8398071904,-86.1238662302,4.5,99,1,1,1,1,1,0,0,1,1,1,1,0,3,0
yBx3bRX8aUtv9CYG1H5gWg,King Dragon,2134 Broad Ripple Ave,Indianapolis,IN,46220,39.868999,-86.124614,3.5,91,0,0,1,1,1,1,0,1,0,1,0,0,1,0
7_YYjlT-qRP8h1IkpPWObw,Kingside Diner,236 N Euclid Ave,St. Louis,MO,63108,38.6445355688,-90.2613642742,4.0,287,1,1,1,2,1,1,0,1,1,1,1,1,4,0
8DgydGfkCYt2aGpbVMmhNQ,Florentino's Restaurant,18 S State St,Newtown,PA,18940,40.228726,-74.9370243,4.0,65,0,0,1,2,1,0,1,1,0,0,0,0,1,0
QUq9AMGYSSU0678IRTODDw,Kazbors Grill & Bar,9992 US Hwy 301 S,Riverview,FL,33569,27.8547222,-82.3261111,4.0,33,0,1,1,1,1,1,0,1,1,1,0,1,2,0
V0NjJcmkHxemSIW5_I5uw,Cooper's on Porter,701 Porter Rd,Nashville,TN,37206,36.1825546,-86.7333028,3.5,38,0,1,1,2,1,0,1,1,0,1,0,1,4,0
dWoJKEoFPbCr5pL2Y0LkJA,Nan Restaurant,4000 Chestnut St,Philadelphia,PA,19104,39.9553597,-75.202452,4.0,45,0,0,1,3,1,0,1,0,0,0,0,0,1,0
a-fUq78iwilqa9Qd3ozfqQ,Island Buffet,2707 S Virginia St,Reno,NV,89502,39.4976949994,-119.8011077307,3.0,423,1,1,1,2,1,1,0,1,1,1,0,0,4,0
k4JircNZRWqSf_bvZFxO2A,Carl's Jr,3790 W Ina Rd,Marana,AZ,85741,32.338036,-111.0463667,2.0,45,1,1,1,1,1,1,0,1,1,0,0,0,2,0
GU6AnPaDqYA7PYIS52CKEA,McDonald's,3532 Severn Ave,Metairie,LA,70002,30.0135089348,-90.1595548494,1.5,30,1,0,1,1,1,1,0,1,1,1,0,0,1,0
ztppjLmFE25wZOQdJKXAuA,Kang's Garden,12221 W Linebaugh Ave,Tampa,FL,33626,28.0567160147,-82.6260354845,3.5,44,0,0,1,1,1,1,0,1,1,0,0,0,1,0
THn1r4TJ17-OBX7yOwrSnA,On A Roll Sushi,"101 N Franklin St, Ste C",Tampa,FL,33602,27.94567,-82.456745,4.0,103,1,1,1,1,1,1,0,1,1,1,0,0,2,0
SYcdJP123caYVCkZ27BIOw,Southeast Kitchen,1901 Delaware Ave,Wilmington,DE,19806,39.759952,-75.564244,4.0,239,0,0,1,2,1,1,0,1,1,1,1,0,4,0
6xzI0yNPXI5POpjoN7po0Q,Urban Flats Flatbread & Wine Co.,610 12th Ave S,Nashville,TN,37203,36.1513386563,-86.7839884758,3.5,68,0,1,1,2,1,0,1,1,0,1,0,0,4,0
smI3-_R3KeUEUl-wOvVuFg,314 The City Bar,1137 Washington Ave,Saint Louis,MO,63101,38.6319067,-90.1963457,4.5,89,1,1,1,1,1,0,1,1,1,1,0,1,2,0
N0JreytnM6Thcka8dbCu4Q,MFT BBQ & Vegan Food,1115 N Curtis Rd,Boise,ID,83706,43.6154722112,-116.2543578925,4.5,91,0,0,1,1,1,1,1,1,1,1,0,0,1,0
qP954Yf1Qa5Ckkw4RU6w7A,DOHO Taqueria,18 W Hortter,Philadelphia,PA,19119,40.0497663,-75.1848614,4.5,31,1,0,0,1,0,0,0,1,0,0,0,0,1,0
T-I2IG2ds_9q9gZ5NPxFxw,China Gate Restaurant,12049 Anderson Rd,Tampa,FL,33624,28.059869,-82.541668,3.0,31,1,0,1,1,1,1,1,1,1,0,1,0,1,0
ojtc-D4nM13yL_95QK2P6Q,La Taqueria El Nopal,8305 NDale Mabry Hwy,Tampa,FL,33614,28.0246357629,-82.5046387419,4.5,32,0,1,0,1,0,0,0,0,0,0,0,0,1,0
t13CLI7USJw37t7off4STQ,China 1,3841 US Highway 301 S,Riverview,FL,33578,27.9136143932,-82.3497927189,3.5,60,0,0,1,1,1,1,0,1,0,0,0,0,4,0
bJdKrQIF5SihmWWZD0AIkg,Wacky Zaki's,10002 Verree Rd,Philadelphia,PA,19116,40.1055278,-75.0324753,3.0,34,1,0,1,2,1,1,0,1,1,1,1,0,1,0
ZufSfqQ4RfUk4RAQgnlc0Q,Station Taproom,207 W Lancaster Ave,Downingtown,PA,19335,40.002528589,-75.710738292,4.5,267,1,1,1,2,1,0,0,1,1,1,0,1,3,0
Q32uZ1kdfhd9-KgTATx-A,Camion chino,3900 Charlotte Ave,Nashville,TN,37209,36.152767,-86.8335057,5.0,44,1,0,1,1,0,0,0,1,0,0,0,0,1,0
CLGoxOPgDMz59RSGTn4v0w,Murphy's @ Flynn's,5198 Allisonville Rd,Indianapolis,IN,46205,39.84729,-86.11236,4.0,67,1,0,1,2,1,1,1,1,1,1,1,0,4,0
z6HgTWokZSpvsMhqukUCow,Beachwood Seafood Kitchen & Bar,4022 Tampa Rd,Oldsmar,FL,34677,28.0352545,-82.6550287,4.0,169,1,1,1,2,1,0,1,1,1,1,1,1,4,0
Zn6WQQknlNtgiil0rNf9UA,Del Mar Gastro Lounge,243 Central Ave,St. Petersburg,FL,33701,27.771498,-82.636396,3.5,111,1,1,1,2,1,0,1,1,1,1,1,1,2,0
BCxLbqymC1TXn2FE1BYc1A,PDQ Wesley Chapel,27757 SR 56,Wesley Chapel,FL,33544,28.1863481041,-82.3572750898,4.0,164,1,1,1,1,1,1,0,1,1,1,0,0,4,0
B-SiesU4hxIiL7rl7vzayA,Jim's Steaks,431 N 62nd St,Philadelphia,PA,19151,39.9692157,-75.2430863,4.0,319,0,0,0,1,1,1,0,1,0,1,0,0,4,0
nCqQf0L0GsVHxub7BDESaA,Apollo Family Restaurant,6048 N US Hwy 41,Apollo Beach,FL,33572,27.764789,-82.395567,3.5,43,0,0,1,1,1,1,0,1,0,1,0,0,4,0
1nUibAh6maHrHiVwo_xIlA,Pastime,717 3rd Ave N,Nashville,TN,37201,36.17087,-86.78231,3.0,89,1,1,1,2,1,0,1,1,1,1,1,1,4,0
y6FxggLj1xnJ0ArqV3UoVw,Andy's Chicken,2001 Memphis St,Philadelphia,PA,19125,39.9774804,-75.128401,4.5,233,1,0,1,2,1,1,1,1,0,0,0,1,4,0
12aD4pD1uCJYA4ivdAd3Ug,The Cafe,188 N Pine St,Langhorne,PA,19047,40.178215,-74.918725,4.0,43,0,1,0,1,1,1,0,1,1,1,1,0,4,0
UjQnH-pElJZ9jD51vOt5Rw,Wildflower,7037 N Oracle Rd,Tucson,AZ,85704,32.3354533,-110.978152,4.5,796,1,1,1,2,1,0,1,1,0,1,1,1,4,0
pM8A2jlrmps94F73mdxNuw,LaScala's Birra,5300 N Park Dr,Pennsauken Township,NJ,08109,39.9280061,-75.0649932,4.0,121,1,1,1,2,1,1,1,1,1,1,1,0,4,0
DveLJu6Wo8UCunM7iarKhA,Tredici,185 E Lancaster Ave,Wayne,PA,19087,40.0440663806,-75.3852097709,5.0,94,0,1,1,1,1,1,0,1,0,0,0,0,1,0
9n1Iv4X5S6SAPzDbkpfutA,Jox Sports Bar & Grill,"3652 S Virginia St, Ste C10",Reno,NV,89502,39.4906787923,-119.7937339126,3.5,67,0,0,1,1,1,0,0,1,1,1,0,0,2,0
mVH85MhTrL9YUCEu17vSng,Sammys PoBoys & Catering,901 Veterans Blvd,Metairie,LA,70005,30.0017997824,-90.132006224,4.0,61,0,0,1,2,1,1,0,1,1,0,0,0,4,0
I_1GURBE73oKkPHNCvCCiQ,Pizza Mania,1734 Bruce B Downs Blvd,Wesley Chapel,FL,33543,28.1824915,-82.3508896,4.0,145,1,0,1,1,1,1,0,1,0,1,1,0,2,0
QFQ8PQit-SCD5L1rUsvTBQ,Burgerhaus,89 Veterans Way,Carmel,IN,46032,39.9776486,-86.1281255,4.0,173,1,1,1,2,1,1,0,1,1,1,1,1,4,0
ynQQJ68ZaK9hBAh13rQdrg,MOD Pizza,3780 W Ina Rd,Tucson,AZ,85741,32.3388459,-111.0463773,4.0,73,1,1,1,1,0,1,0,1,1,1,0,0,4,0
h1RQEy-kVBy2T9rMlp5VIw,Samwich,600 Catherine St,Philadelphia,PA,19147,39.9386746,-75.1531814,4.0,38,1,1,1,2,1,1,0,1,1,0,0,0,1,0
u19T9XKma19tc4EBzivqRA,Hana Tokyo,"5435 S Calle Santa Cruz, Ste 185",Tucson,AZ,85706,32.1526293903,-110.988185764,3.5,166,1,1,1,2,1,1,1,1,0,1,0,1,4,0
lWzjyk3qNgXccPDxt5NcfQ,Sardina's Italian Bistro,7499 Longley Ln,Reno,NV,89511,39.4580317,-119.7758547,4.0,153,0,1,1,2,1,0,1,1,0,1,0,0,4,0
UL0oNTFnyzLvq7nc848-Vg,Seasons Pizza,2975 Philmont Ave,Huntingdon Valley,PA,19006,40.1235095,-75.041538,3.5,70,1,1,1,1,1,1,0,1,1,1,1,0,2,0
cuYMRqzehT24XJk-YSrExw,Polish Cottage,4520 E Broadway Blvd,Tucson,AZ,85711,32.2211743837,-110.8958979324,4.5,290,1,0,1,2,1,1,1,1,0,1,0,0,1,0
D_JgJY5V54i0EYOdTHmWlg,Toast,1201 Spruce St,Philadelphia,PA,19107,39.9467659,-75.1611269,3.0,253,0,1,1,1,1,1,0,1,1,1,0,0,4,0
kdG6HXfXPk6YKZ6lkURaEg,Sportsman's Park Restaurant & Bar,9901 Clayton Rd,Saint Louis,MO,63124,38.6377047,-90.3921635,4.0,102,1,1,1,2,1,1,0,1,1,1,0,1,4,0
cCUXx_h4dkdZH8cxJOzSBQ,Jimmy John's,"733 Loews Blvd, Ste D",Greenwood,IN,46142,39.6292226,-86.1250041,2.0,33,1,0,1,1,1,1,0,1,0,1,1,0,1,0
HqIDCsKbkVLSQPzXp6eSew,MARIO'S Portofino RISTORANTE ITALIANO,1505 S Virginia St,Reno,NV,89502,39.5091178,-119.8056761,4.0,365,0,1,1,2,1,1,1,1,0,1,1,1,4,0
u7uFQCoHFtBKCtbWUm6yZw,Emeril's ,800 Tchoupitoulas St,New Orleans,LA,70130,29.9447869,-90.0673771,4.0,1608,0,0,1,3,1,1,1,0,0,1,0,1,4,0
OM5HPZ-Bm40et6BC4FsgYw,96th Street Steakburgers,7800 Col H Weir Cook Memorial Dr,Indianapolis,IN,46241,39.7146466,-86.2982262,2.5,62,0,0,1,1,1,1,0,1,0,0,0,0,4,0
FZlAeAf568CR8CabhrZPlA,Apezza,10122 Brooks School Rd,Fishers,IN,46037,39.9349329,-85.9474765,3.0,32,1,0,1,2,1,1,0,1,0,1,0,0,2,0
zkaJXogpiu0_BA2E_9ndww,Sonic Drive-In,2901 Swede Rd,NORRISTOWN,PA,19401,40.1457647,-75.3186469,3.5,33,1,1,1,1,1,1,0,1,0,1,1,0,4,0
3uzC5nseHmKZoFvDH-uRLA,Cardinals Nation,"601 Clark St, Ste 102, Ballpark Village",Saint Louis,MO,63102,38.6238618879,-90.1922177159,3.0,152,1,1,1,2,1,1,1,1,1,1,1,1,3,0
_4zUuKFW9GmmNYfswqaXNQ,Lana's Copper Kettle,4004 Granny White Pike,Nashville,TN,37204,36.10521,-86.79558,3.5,148,1,1,1,2,1,1,0,1,1,1,0,0,4,0
2XK7ZqKSygxnn7iDpIeRbw,Aroma Club,"Reno Town Mall, 4001 S Virginia St",Reno,NV,89502,39.486572,-119.795222,4.5,61,0,1,1,1,1,1,1,1,1,1,0,0,1,0
w6g1IXTqqvTtLMrUexkD6Q,Demos' Restaurant,161 Indian Lake Blvd,Hendersonville,TN,37075,36.3131501,-86.6072932,3.5,145,1,0,1,2,1,1,1,1,1,1,1,1,4,0
3ovV2S7XEAOEk8hCdYKhOA,Hi-Pointe Drive-In,1033 McCausland Ave,St Louis,MO,63117,38.632134,-90.305623,4.0,716,1,1,1,2,1,1,0,1,1,1,1,0,4,0
fSl9CIn1sUbdrAl98zmjxw,Panera Bread,18011 Highwoods Preserve Pkwy,Tampa,FL,33647,28.1310904438,-82.365935,3.0,64,1,1,1,2,1,1,0,1,1,1,0,0,4,0
eR7ieJD12PUzsYrP8fw6rQ,BJ's Restaurant & Brewhouse,3800 Park Blvd N,Pinellas Park,FL,33781,27.838758,-82.68628,3.5,366,1,0,1,2,1,1,1,1,1,1,0,1,4,0
vbH8RTnw5UD6m3lFV-NeJQ,Baja Fresh Mexican Grill,"5140 Kietzke Ln, Ste A",Reno,NV,89511,39.4751419,-119.7922305,3.5,92,1,1,1,1,1,1,0,1,0,1,1,0,4,0
mzx-_gDf2Wb3tuSmpXZMiw,Whiskey Roads,2265 W Ina Rd,Tucson,AZ,85741,32.3366746,-111.0151637,3.0,47,0,1,1,2,0,0,0,0,0,0,0,1,1,0
xEvV6_CSA9pJAVK0i9UDWg,Forbici Modern Italian,1633 W Snow Ave,Tampa,FL,33606,27.935777,-82.4766718,4.0,342,1,1,1,2,1,0,1,1,1,1,1,1,4,0
I-nrEtjboBLoEvGiSAcmvw,Bourbon Steak by Michael Mina,201 8th Ave S,Nashville,TN,37203,36.1566597307,-86.7810118294,4.5,379,0,1,1,4,1,0,1,0,1,1,1,0,4,0
HZuXDNjiiiMUL9dEcwCTww,Pizza Studio,6501 E. Grant Road,Tucson,AZ,85715,32.2504149,-110.851961,3.5,52,0,0,1,1,1,1,0,1,1,1,0,0,2,0
_4LtVmrCdz40l1DnptAmgQ,Tin Roof,1516 Demonbreun St,Nashville,TN,37203,36.1532885,-86.7900562,3.0,215,1,1,1,1,1,0,0,1,1,1,0,0,3,0
iFaNankskX6ZL7SbLcxa1A,Brawley's Restaurant,6367 E Broadway Blvd,Tucson,AZ,85710,32.2214334,-110.8559134,3.5,72,0,0,1,1,1,1,0,1,0,0,0,0,3,0
q0RAobOKNUIzYM6LwZJwCw,Kebab N Kurry,2220 1st Capitol Dr,Saint Charles,MO,63301,38.7796842,-90.5078706606,4.5,76,1,0,1,2,1,1,0,1,1,1,0,0,1,0
zK2OGhkJqMj4pZsbSckSwA,Todd's Frozen Yogurt,3200 Severn Ave,Metairie,LA,70002,30.0079975284,-90.159720048,4.0,48,1,1,1,2,0,0,1,1,1,1,0,0,1,0
gXUZQGXN0Qnj0RY1HlVEFQ,KFC,8270 N Cortaro Rd,Tucson,AZ,85743,32.3570274295,-111.0912271141,1.5,69,1,0,1,1,1,1,0,0,1,1,0,0,1,0
OjgZGDH-qJ92Enr2le7c-w,Bread & Butter Cafe,"4231 E 22nd St, Ste 101",Tucson,AZ,85711,32.2077238,-110.90211,4.0,202,1,1,1,1,1,1,0,1,1,1,0,0,4,0
HHpkOkPN0sk7ScP7Y7XBXg,Meze Cafe,4311 Main St,Philadelphia,PA,19127,40.0250895,-75.2221742,3.5,35,0,1,1,2,1,1,0,1,0,1,0,0,1,0
A3P0BQ10fhjmR2skHKNOkQ,Asuka Sushi,447 Larchmont Blvd,Mount Laurel,NJ,08054,39.9788,-74.8778637,4.0,140,1,1,1,2,1,1,1,1,0,1,0,0,1,0
gKavBVCK5G0cPJ9moV6iOA,South Street,907 20th Ave S,Nashville,TN,37212,36.1484306306,-86.7980003357,3.5,284,0,1,1,2,1,1,0,1,1,1,0,1,4,0
qpvv357PXpS73vnRGrNSrg,Kid Rip's,115 S Black Horse Pike,Runnemede,NJ,08078,39.8461639,-75.0722709,4.0,215,1,1,1,2,1,0,1,1,1,1,0,1,4,0
B03PmlJgN5uoIpyfdXIKKA,Phil A Mignon,2537 W Chester Pike,Broomall,PA,19008,39.9816405,-75.3588445,4.5,44,1,0,1,2,1,1,0,1,0,0,0,0,4,0
FygWE7b7ZN7JKKxbqKtMZw,Lemongrass Thai,"73 White Bridge Rd, Ste 107",Nashville,TN,37205,36.1291594745,-86.8555323557,4.0,45,0,0,1,1,0,0,1,1,0,0,0,0,1,0
FXUvbpIGhs1uUwzhu9kXPw,Osaki Japanese Cuisine,3949 Brownsville Rd,Feasterville-Trevose,PA,19053,40.1500534,-74.9760143,4.0,117,1,0,1,2,1,1,1,1,1,1,0,0,4,0
ZpQs6ICV63NwLrTO9kNHAA,Grille One Nine,3516 US Hwy 19,New Port Richey,FL,34652,28.210452,-82.738916,3.5,140,1,0,1,2,1,1,1,1,1,1,0,1,2,0
YtjH3oPnx1gZt2dCdUC3tQ,Flambé,"615 Channel Side Dr, Ste 123",Tampa,FL,33602,27.9438279,-82.4468761,3.0,90,0,1,1,2,1,1,1,1,1,1,0,1,4,0
MRgqfCoHgUNdvszLRgDcw,Syberg's O'Fallon,1310 Central Park Dr,O'Fallon,IL,62269,38.589121,-89.943045,3.0,93,0,1,1,2,1,1,1,1,1,1,0,0,4,0
T0GS1FEYQBy2xlxWGWamBw,Bar Lucca,729 East Hector St,Conshohocken,PA,19428,40.0744526548,-75.292957,4.0,302,1,1,1,2,1,0,1,1,1,1,1,1,4,0
vOMxs_y0p04A-oEXHvzwug,Mo's a Place For Steaks,"47 S Pennsylvania St, Ste 1",Indianapolis,IN,46204,39.7668373517,-86.1566171416,4.0,49,0,0,1,3,1,0,1,1,0,1,0,0,4,0
LEwyF97d5SS_V4kLwSMu3A,Union Taco,712 W Girard Ave,Philadelphia,PA,19123,39.970211,-75.148728,3.0,39,1,0,1,2,1,1,0,1,1,1,0,0,4,0
K_s-9Wd6vXSfnxYFzhE0Kw,Kei Sushi Restaurant,1711 South St,Philadelphia,PA,19146,39.944413,-75.1707392,4.5,157,0,0,1,2,1,0,1,1,0,1,1,0,2,0
g1KoL8rejZ5tTibsyU0x6A,Have A Cow Urban Farm Store and Cafe,2742 Lafayette Ave,St. Louis,MO,63104,38.614968,-90.2248587,5.0,66,0,1,1,2,1,1,0,1,1,0,1,0,4,0
5DW8hK3NokQmw5jBCYYp6Q,The Pour House - North Wales,29 Airport Square,North Wales,PA,19454,40.23824271,-75.24153078,3.5,236,0,1,1,2,1,1,0,1,1,1,1,1,2,0
YkKR-S0usTszBV0Ja-gyjQ,Tijuana Flats,180 S. Belcher Rd.,Largo,FL,33771,27.9630717,-82.7462228,3.5,81,1,1,1,1,1,1,0,1,1,1,0,0,4,0
2JBon9dZPJLF8oKkxH7KCQ,Sierra Cafe,350 Gold Ranch Rd,Verdi,NV,89439,39.5018702,-120.0010954,3.5,42,0,0,1,1,1,1,0,1,1,1,0,0,4,0
5z7N0Ih926XkkRW5-ZljuA,Espresso Art Cafe,942 E University Blvd,Tucson,AZ,85719,32.231462,-110.957245,4.0,89,1,1,1,1,1,0,1,1,1,1,0,0,4,0
DcjdC_yJZY9i-5DupjGj6w,Le Vera Pizza,4806 Charlotte Pike,Nashville,TN,37209,36.1523124,-86.8452293,4.5,97,1,1,1,1,1,0,0,1,0,0,1,0,1,0
tARR9jhv5gi9TjsfSVmjmw,Kaffe Crepe,"1300 East Plumb Ln, Ste C4",Reno,NV,89502,39.5042081,-119.7827681,5.0,454,0,1,1,2,1,1,0,1,0,1,1,0,2,0
o7YE1WaFeQg_piECb9cgjQ,Ratchada Thai & Laos Cuisine,1117 S 11th St,Philadelphia,PA,19147,39.936534,-75.16139,4.0,285,1,1,1,2,1,1,1,1,1,1,0,0,1,0
NKZl502pYc-l3DT32aoX7w,Coffee Studio,8205 W Rifleman St,Boise,ID,83704,43.612572,-116.284539,4.5,69,0,1,1,2,0,0,0,1,1,1,1,0,1,0
lKJeRJm7WejutsrXWhVLiw,BJ's Alabama BBQ,3423 S Dale Mabry Hwy,Tampa,FL,33629,27.9117649,-82.5064695,4.5,200,1,1,1,1,1,1,0,1,0,1,1,0,4,0
gOfCxAiQmQYywXYJ3KeP-w,Beijing Garden,5911 Ridge Ave,Philadelphia,PA,19128,40.0306329,-75.2112921,2.5,36,1,0,1,1,1,1,0,1,0,0,0,0,1,0
HTbEVB4v6XEOIX0nM_v54w,JJ's Restaurant,1215 S Duchesne Dr,St. Charles,MO,63301,38.78522,-90.5158,3.5,53,1,0,1,2,1,1,1,1,1,1,0,1,4,0
gb2o3JdGgQh2-Fi-tBexNw,R&R Bar And Grill,7060 S Tucson Blvd,Tucson,AZ,85756,32.1237656275,-110.9357688944,3.5,89,0,1,1,2,1,1,1,1,1,1,0,1,4,0
EOobui95wyxhAofw6f7ETA,Original Thai Restaurant,2995 Vista Blvd,Sparks,NV,89434,39.5578973,-119.7062838,4.5,177,1,1,1,2,1,1,0,1,0,1,0,0,1,0
dwh4dy4zyrf-NTqaCYjH6A,Byrne's Tavern,3301 Richmond St,Philadelphia,PA,19134,39.9841717,-75.0987438,4.0,113,0,1,1,2,1,1,0,1,1,1,0,1,2,0
gzTpGrvPpwlRpVjQHbU_lw,4th St Bistro,3065 W 4th St,Reno,NV,89523,39.5187721977,-119.84929,4.5,251,0,1,1,3,1,0,1,1,0,1,0,0,4,0
wDc9x_ylloRtDeglSQKUUg,El Charro Cafe,6310 E Broadway Blvd,Tucson,AZ,85710,32.2204979,-110.8572317,2.5,46,0,1,1,2,1,1,1,1,1,1,0,1,4,0
JJMMayeZruzAA_nKAYQTpA,McDonald's,6505 S Dale Mabry Dr,Tampa,FL,33611,27.871838,-82.5068689,1.5,33,1,0,1,1,0,1,0,1,1,1,0,0,4,0
EvOpiBb_rI2ja9ZQmrPySQ,Crazy Bowls & Wraps,11427 Olive Blvd,Creve Coeur,MO,63141,38.672437,-90.433682,3.0,35,1,1,1,2,1,1,0,1,1,0,0,0,1,0
5Qe5XyVtWDhygiyRs-PmlA,Di Paolo's Italian Ristorante,28 S Broad St,Penns Grove,NJ,08069,39.7289532,-75.4690872,4.0,153,1,1,1,3,1,1,1,1,1,1,0,1,4,0
XGxsV7f16mW051jsEafAQQ,Fountain Restaurant,"Four Seasons Hotel Philadelphia, 1 Logan Sq",Philadelphia,PA,19103,39.9567043,-75.1697047,4.0,99,0,0,1,4,1,0,1,0,1,1,0,0,4,0
JT42WVnP5XuaQqfdSqb5LQ,House of Cheung,2460 E 71st St,Indianapolis,IN,46220,39.8836348,-86.1209217,4.5,154,0,0,1,2,1,1,0,1,0,1,1,0,1,0
sgVG6oEvEOrG_SRc4R2-kA,Denny's,6288 E 82nd St,Indianapolis,IN,46250,39.9057859032,-86.0597256571,2.5,51,1,0,1,1,1,1,0,1,1,1,0,0,2,0
rNd0h7u9rriHjw4G4Z2Y8w,Chick-fil-A,2471 Tyrone Blvd N,Saint Petersburg,FL,33710,27.794046,-82.729863,3.0,52,1,1,1,1,1,1,0,1,1,1,0,0,4,0
Has3V-uMpMwkGWOyN2H12Q,Mario's NY Pizza,"3993 Tyrone Blvd N, Ste 400",Saint Petersburg,FL,33709,27.809708,-82.75185,4.0,45,1,1,1,2,1,1,0,1,0,1,0,0,4,0
z5GlwQqwr4H8ruCjpnE_BA,Club House Diner,2495 Street Rd,Bensalem,PA,19020,40.1068072,-74.9509253,2.5,140,1,0,1,2,1,1,1,1,0,1,0,0,4,0
HcABf2Y81fglisWWXPYdQ,Salt Public House,1309 Gulf Blvd,Indian Rocks Beach,FL,33785,27.8963263,-82.848453,4.0,223,1,1,1,2,1,1,0,1,1,1,0,1,4,0
QmonRmyRdZFc7rW-qq3M_A,Pho Bang Restaurant,932 Westbank Expy,Gretna,LA,70053,29.906158459,-90.0606744013,4.0,82,1,0,1,1,1,1,0,1,1,1,0,0,4,0
TYkFyQOlT2H2gJkrOYGAAw,Franklin Bakehouse,100 E Main St,Franklin,TN,37064,35.9265924015,-86.8664710184,4.5,36,1,1,1,1,1,0,0,1,1,0,1,0,1,0
oyQXTX-FIwc9szmpWGiulw,International Beer Garten,"16540 Pointe Village Dr, Ste 102",Lutz,FL,33558,28.1894162291,-82.5406694412,3.0,78,0,1,1,2,1,0,0,0,1,1,0,0,2,0
l4lfhwS8dEhy3MZ3AW1S3Q,Applebee's Grill + Bar,"1305 West Chester Pike, Manoa Shopping Center",Havertown,PA,19083,39.974132,-75.3212695143,2.5,63,1,0,1,2,1,1,1,1,1,1,1,1,4,0
PRsj49qMOyW9fbztKrRglg,PDQ Carrollwood,12650 N Dale Mabry Hwy,Tampa,FL,33618,28.06176,-82.504486,3.5,143,1,1,1,2,1,1,0,1,1,1,0,0,4,0
1ivYXPfJCuOrh3O0lTW_Jg,Sunny Street Cafe,"Dierbergs Commons, 850 Arnold Commons Drive",Arnold,MO,63010,38.4378054,-90.3826485,3.5,94,1,1,1,1,1,1,0,1,1,1,0,0,4,0
mskYyOH-xVyBlBn9OLqu4Q,Drip Cafe,144 Lantana Dr,Hockessin,DE,19707,39.7749304,-75.7114771,4.0,241,0,0,1,2,1,1,0,1,1,1,0,0,2,0
87SQ7lH43npjkpjO069AYw,El Porton,4438 Woodson Rd,Woodson Terrace,MO,63134,38.7312541,-90.3573267,3.5,63,0,1,1,1,1,1,1,1,1,1,0,0,4,0
ukQv_5rrCEx5NY7ZBZy1kQ,Ruth's Chris Steak House,"800 W Main St, Ste 110",Boise,ID,83702,43.6161421,-116.203274,4.0,179,0,1,1,4,1,0,1,1,1,1,1,1,4,0
v72qGvd53IxhM2m8aatOpg,Kanella Grill,1001 Spruce St,Philadelphia,PA,19107,39.9463188,-75.1579609,4.0,242,1,0,1,2,1,0,0,1,1,1,1,0,4,0
E9m950UXVkB8iY2Vr8bOrQ,Prodigy Burger & Bar,"14490 Clay Terrace Blvd, Ste 100A",Carmel,IN,46032,39.9984092,-86.1305127,3.0,203,1,1,1,2,1,1,1,1,1,1,1,0,4,0
iSOwZtXQaUBf5tX-MTVT4w,Q BBQ & Tequila,207 Chestnut St,Philadelphia,PA,19106,39.9484906,-75.1444675,3.0,137,0,1,1,2,1,0,1,1,0,1,0,1,4,0
YWMoSqdn-Z_MONjvWVOeWQ,Rocky's Pizza and Grille,2616 W Chester Pike,Broomall,PA,19008,39.981841,-75.361686,3.5,42,1,0,1,2,1,1,0,1,0,1,0,0,1,0
